"","initVal","optValues","parName"
"1",0.444646281870297,0.422601838270823,"r_labile_P"
"2",0.645106407951492,0.655136457105111,"r_labile_K"
"3",0.00744441125788836,0.0074366584104428,"CropQUEFTS_Dry.rur_P-potato"
"4",0.0101548315381676,0.0101448837479496,"CropQUEFTS_Dry.rur_P-oats"
"5",0.012837747474103,0.0128008598924552,"CropQUEFTS_Dry.rur_P-rye"
"6",0.0656410658343654,0.0663690759416865,"CropQUEFTS_Dry.rur_K-potato"
"7",0.0395435345128833,0.0401438238760649,"CropQUEFTS_Dry.rur_K-oats"
"8",0.0433857131391306,0.0439745387705861,"CropQUEFTS_Dry.rur_K-rye"
