NO,LATITUDE,LONGITUDE,SUB.LOCATION,SEASON,YEAR,FARMCODE,TRIALTYPE,PLOTCODE,SUBPLOTCODE,TREATMENT,NEWTREATMENT,HARVESTAREA$M2.plot-1,PLANTCOUNT$#.plot,COBS.#.plot-1,COBFW$Kg.plot-1,yield$t.AIRDRY.ha-1,COMMENTS
127,,,,LR2017,2017,F18,RESTORATION,P3,,NK,NPK,6.75,27,25,2.959,2.47,NA
128,,,,LR2017,2017,F18,RESTORATION,P4,,NP,NPK,6.75,42,39,6.89,6,NA
129,,,,LR2017,2017,F18,RESTORATION,P5,,NPK,NPK,6.75,47,33,6.556,5.66,NA
130,,,,LR2017,2017,F18,RESTORATION,P2,,PK,NPK,6.75,38,44,3.188,2.94,NA
131,,,,LR2017,2017,F19,RESTORATION,P1,,Control,NPK,6.75,33,40,9.516,8.74,NA
132,,,,LR2017,2017,F19,RESTORATION,P3,,NK,NPK,6.75,36,36,9.777,8.88,NA
133,,,,LR2017,2017,F19,RESTORATION,P4,,NP,NPK,6.75,39,35,7.996,6.92,NA
134,,,,LR2017,2017,F19,RESTORATION,P5,,NPK,NPK,6.75,37,36,9.851,8.03,NA
135,,,,LR2017,2017,F19,RESTORATION,P2,,PK,NPK,6.75,36,30,8.77,8.24,NA
136,,,,SR2017,2017,F1,RESTORATION,P1,,Control,NPK,6.75,32,32,3.924,4.22,
137,,,,SR2017,2017,F2,RESTORATION,P1,,Control,NPK,6.75,32,31,4.141,4.5,
138,,,,SR2017,2017,F4,RESTORATION,P1,,Control,NPK,6.75,32,34,4.506,4.79,
139,,,,SR2017,2017,F6,RESTORATION,P1,,Control,NPK,6.75,25,25,3.358,3.42,
140,,,,SR2017,2017,F7,RESTORATION,P1,,Control,NPK,6.75,34,32,5.851,5.76,
141,,,,SR2017,2017,F8,RESTORATION,P1,,Control,NPK,6.75,40,32,2.482,2.62,
142,,,,SR2017,2017,F10,RESTORATION,P1,,Control,NPK,6.75,34,34,4.016,4.5,
143,,,,SR2017,2017,F12,RESTORATION,P1,,Control,NPK,6.75,28,24,3.229,3.49,
144,,,,SR2017,2017,F13,RESTORATION,P1,,Control,NPK,6.75,31,29,3.794,4.01,
145,,,,SR2017,2017,F14,RESTORATION,P1,,Control,NPK,6.75,31,32,3.854,4.26,
146,,,,SR2017,2017,F16,RESTORATION,P1,,Control,NPK,6.75,35,33,4.268,4.68,
147,,,,SR2017,2017,F18,RESTORATION,P1,,Control,NPK,6.75,27,36,4.622,4.84,
148,,,,SR2017,2017,F19,RESTORATION,P1,,Control,NPK,6.75,36,33,4.123,4.36,
149,,,,SR2017,2017,F1,RESTORATION,P3,,NK,NPK,6.75,40,34,4.385,4.52,
150,,,,SR2017,2017,F2,RESTORATION,P3,,NK,NPK,6.75,35,35,4.516,4.68,
151,,,,SR2017,2017,F4,RESTORATION,P3,,NK,NPK,6.75,31,30,4.434,4.25,
152,,,,SR2017,2017,F6,RESTORATION,P3,,NK,NPK,6.75,21,10,1.31,1.45,
153,,,,SR2017,2017,F7,RESTORATION,P3,,NK,NPK,6.75,32,29,4.92,4.98,
154,,,,SR2017,2017,F8,RESTORATION,P3,,NK,NPK,6.75,43,39,3.702,3.89,
155,,,,SR2017,2017,F10,RESTORATION,P3,,NK,NPK,6.75,32,30,3.832,4.12,
156,,,,SR2017,2017,F12,RESTORATION,P3,,NK,NPK,6.75,35,34,4.566,4.83,
157,,,,SR2017,2017,F13,RESTORATION,P3,,NK,NPK,6.75,36,31,4.55,4.57,
158,,,,SR2017,2017,F14,RESTORATION,P3,,NK,NPK,6.75,36,32,4.087,4.49,
159,,,,SR2017,2017,F16,RESTORATION,P3,,NK,NPK,6.75,33,28,3.803,4.18,
160,,,,SR2017,2017,F18,RESTORATION,P3,,NK,NPK,6.75,28,27,3.664,3.65,
161,,,,SR2017,2017,F19,RESTORATION,P3,,NK,NPK,6.75,33,30,4.299,4.48,
162,,,,SR2017,2017,F1,RESTORATION,P4,,NP,NPK,6.75,38,33,4.435,4.61,
163,,,,SR2017,2017,F2,RESTORATION,P4,,NP,NPK,6.75,37,37,4.822,5.32,
164,,,,SR2017,2017,F4,RESTORATION,P4,,NP,NPK,6.75,30,29,3.972,4.07,
165,,,,SR2017,2017,F6,RESTORATION,P4,,NP,NPK,6.75,29,30,3.185,3.48,
166,,,,SR2017,2017,F7,RESTORATION,P4,,NP,NPK,6.75,33,33,5.506,5.72,
167,,,,SR2017,2017,F8,RESTORATION,P4,,NP,NPK,6.75,29,24,3.694,3.77,
168,,,,SR2017,2017,F10,RESTORATION,P4,,NP,NPK,6.75,35,30,4.888,5.22,
169,,,,SR2017,2017,F12,RESTORATION,P4,,NP,NPK,6.75,29,28,2.478,2.7,
170,,,,SR2017,2017,F13,RESTORATION,P4,,NP,NPK,6.75,35,35,5.85,6.24,
171,,,,SR2017,2017,F14,RESTORATION,P4,,NP,NPK,6.75,32,36,4.408,4.82,Attacked by termites
172,,,,SR2017,2017,F16,RESTORATION,P4,,NP,NPK,6.75,35,31,4.984,5.3,Attacked by termites
173,,,,SR2017,2017,F18,RESTORATION,P4,,NP,NPK,6.75,28,26,2.283,2.26,Attacked by termites
174,,,,SR2017,2017,F19,RESTORATION,P4,,NP,NPK,6.75,37,33,3.39,3.72,Attacked by termites
175,,,,SR2017,2017,F1,RESTORATION,P5,,NPK,NPK,6.75,32,29,4.594,4.66,Attacked by termites
176,,,,SR2017,2017,F2,RESTORATION,P5,,NPK,NPK,6.75,40,38,4.878,5.33,
177,,,,SR2017,2017,F4,RESTORATION,P5,,NPK,NPK,6.75,32,31,6.192,6.16,
178,,,,SR2017,2017,F6,RESTORATION,P5,,NPK,NPK,6.75,29,23,2.562,2.72,
179,,,,SR2017,2017,F7,RESTORATION,P5,,NPK,NPK,6.75,32,28,5.351,5.58,
180,,,,SR2017,2017,F8,RESTORATION,P5,,NPK,NPK,6.75,34,30,3.823,4.16,
181,,,,SR2017,2017,F10,RESTORATION,P5,,NPK,NPK,6.75,33,33,4.37,4.68,
182,,,,SR2017,2017,F12,RESTORATION,P5,,NPK,NPK,6.75,23,24,4.199,4.17,
183,,,,SR2017,2017,F13,RESTORATION,P5,,NPK,NPK,6.75,31,31,5.344,5.12,
184,,,,SR2017,2017,F14,RESTORATION,P5,,NPK,NPK,6.75,25,28,4.256,4.7,
185,,,,SR2017,2017,F16,RESTORATION,P5,,NPK,NPK,6.75,30,25,3.09,3.39,
186,,,,SR2017,2017,F18,RESTORATION,P5,,NPK,NPK,6.75,31,30,3.229,3.37,
187,,,,SR2017,2017,F19,RESTORATION,P5,,NPK,NPK,6.75,37,30,4.672,4.73,
188,,,,SR2017,2017,F1,RESTORATION,P2,,PK,NPK,6.75,34,34,4.218,4.62,
189,,,,SR2017,2017,F2,RESTORATION,P2,,PK,NPK,6.75,37,35,4.749,5.21,
190,,,,SR2017,2017,F4,RESTORATION,P2,,PK,NPK,6.75,34,35,4.456,4.55,
191,,,,SR2017,2017,F6,RESTORATION,P2,,PK,NPK,6.75,29,24,2.407,2.67,
192,,,,SR2017,2017,F7,RESTORATION,P2,,PK,NPK,6.75,38,37,6.461,6.71,
193,,,,SR2017,2017,F8,RESTORATION,P2,,PK,NPK,6.75,42,39,4.341,4.6,
194,,,,SR2017,2017,F10,RESTORATION,P2,,PK,NPK,6.75,32,31,4.254,4.55,
195,,,,SR2017,2017,F12,RESTORATION,P2,,PK,NPK,6.75,28,22,1.929,2.04,
196,,,,SR2017,2017,F13,RESTORATION,P2,,PK,NPK,6.75,35,35,4.934,5.35,
197,,,,SR2017,2017,F14,RESTORATION,P2,,PK,NPK,6.75,34,34,3.139,3.47,
198,,,,SR2017,2017,F16,RESTORATION,P2,,PK,NPK,6.75,32,34,4.79,5.3,
199,,,,SR2017,2017,F18,RESTORATION,P2,,PK,NPK,6.75,29,29,4.251,4.68,
200,,,,SR2017,2017,F19,RESTORATION,P2,,PK,NPK,6.75,33,30,3.86,4.25,
201,,,,LR2018,2018,F1,RESTORATION,P1,,Control,NPK,6.75,36,35,4.832,5.47,Good performance
202,,,,LR2018,2018,F4,RESTORATION,P1,,Control,NPK,6.75,39,40,7.191,8.11,Good performance
203,,,,LR2018,2018,F7,RESTORATION,P1,,Control,NPK,6.75,33,32,6.335,6.83,Good performance
204,,,,LR2018,2018,F9,RESTORATION,P1,,Control,NPK,6.75,32,27,3.845,4.47,Good performance
205,,,,LR2018,2018,F10,RESTORATION,P1,,Control,NPK,6.75,35,30,4.989,5.4,Good performance
206,,,,LR2018,2018,F11,RESTORATION,P1,,Control,NPK,6.75,NA,NA,NA,NA,Field destroyed by cattle
207,,,,LR2018,2018,F12,RESTORATION,P1,,Control,NPK,6.75,23,21,3.602,4,Good perfomrance but some missing plants due to termites
208,,,,LR2018,2018,F14,RESTORATION,P1,,Control,NPK,6.75,36,32,4.538,4.99,Plot OK with good performance
209,,,,LR2018,2018,F18,RESTORATION,P1,,Control,NPK,6.75,34,29,5.408,5.89,Plot OK with good performance
210,,,,LR2018,2018,F19,RESTORATION,P1,,Control,NPK,6.75,35,28,3.34,3.67,Plot OK with average performance
211,,,,LR2018,2018,F1,RESTORATION,P3,,NK,NPK,6.75,35,31,5.204,5.95,Good performance
212,,,,LR2018,2018,F4,RESTORATION,P3,,NK,NPK,6.75,34,31,5.573,6.27,Good performance
213,,,,LR2018,2018,F7,RESTORATION,P3,,NK,NPK,6.75,35,32,6.444,7.08,Good performance
214,,,,LR2018,2018,F9,RESTORATION,P3,,NK,NPK,6.75,36,43,7.856,8.76,Good performance
215,,,,LR2018,2018,F10,RESTORATION,P3,,NK,NPK,6.75,37,27,4.889,5.23,Good performance
216,,,,LR2018,2018,F11,RESTORATION,P3,,NK,NPK,6.75,NA,NA,NA,NA,Field destroyed by cattle
217,,,,LR2018,2018,F12,RESTORATION,P3,,NK,NPK,6.75,36,35,4.855,5.56,Good performance
218,,,,LR2018,2018,F14,RESTORATION,P3,,NK,NPK,6.75,33,32,5.633,6.16,Plot OK with good performance
219,,,,LR2018,2018,F18,RESTORATION,P3,,NK,NPK,6.75,34,35,6.694,7.23,Plot OK with good performance
220,,,,LR2018,2018,F19,RESTORATION,P3,,NK,NPK,6.75,37,30,4.191,4.48,Plot OK with average performance
221,,,,LR2018,2018,F1,RESTORATION,P4,,NP,NPK,6.75,33,32,6.068,6.95,Good performance
222,,,,LR2018,2018,F4,RESTORATION,P4,,NP,NPK,6.75,36,32,5.812,6.56,Good performance
223,,,,LR2018,2018,F7,RESTORATION,P4,,NP,NPK,6.75,35,32,6.366,7.04,Good performance
224,,,,LR2018,2018,F9,RESTORATION,P4,,NP,NPK,6.75,35,33,4.89,5.57,Good performance
225,,,,LR2018,2018,F10,RESTORATION,P4,,NP,NPK,6.75,33,26,4.728,5.07,Good performance
226,,,,LR2018,2018,F11,RESTORATION,P4,,NP,NPK,6.75,NA,NA,NA,NA,Field destroyed by cattle
227,,,,LR2018,2018,F12,RESTORATION,P4,,NP,NPK,6.75,30,27,3.229,3.62,Average performance with termite damage
228,,,,LR2018,2018,F14,RESTORATION,P4,,NP,NPK,6.75,32,29,6.21,6.68,Plot OK with good performance
229,,,,LR2018,2018,F18,RESTORATION,P4,,NP,NPK,6.75,32,27,4.471,5.02,Plot OK with good performance
230,,,,LR2018,2018,F19,RESTORATION,P4,,NP,NPK,6.75,36,29,4.53,4.97,Plot OK with average performance
231,,,,LR2018,2018,F1,RESTORATION,P5,,NPK,NPK,6.75,36,32,5.448,6.32,Good performance
232,,,,LR2018,2018,F4,RESTORATION,P5,,NPK,NPK,6.75,32,34,6.092,6.96,Good performance
233,,,,LR2018,2018,F7,RESTORATION,P5,,NPK,NPK,6.75,34,32,5.528,5.96,Good performance
234,,,,LR2018,2018,F9,RESTORATION,P5,,NPK,NPK,6.75,37,40,5.213,5.89,Good performance
235,,,,LR2018,2018,F10,RESTORATION,P5,,NPK,NPK,6.75,38,35,5.629,6.34,Good performance
236,,,,LR2018,2018,F11,RESTORATION,P5,,NPK,NPK,6.75,NA,NA,NA,NA,Field destroyed by cattle
237,,,,LR2018,2018,F12,RESTORATION,P5,,NPK,NPK,6.75,28,24,3.557,4.02,Average performance with termite damage
238,,,,LR2018,2018,F14,RESTORATION,P5,,NPK,NPK,6.75,24,23,4.341,4.65,Good performance but some missing plants. Possible effect of shade
239,,,,LR2018,2018,F18,RESTORATION,P5,,NPK,NPK,6.75,42,32,4.466,4.94,Plot OK with good performance
240,,,,LR2018,2018,F19,RESTORATION,P5,,NPK,NPK,6.75,26,24,4.306,4.73,Plot OK with average performance
241,,,,LR2018,2018,F1,RESTORATION,P2,,PK,NPK,6.75,34,29,5.754,6.63,Good performance
242,,,,LR2018,2018,F4,RESTORATION,P2,,PK,NPK,6.75,36,34,6.252,7.1,Good performance
243,,,,LR2018,2018,F7,RESTORATION,P2,,PK,NPK,6.75,38,29,5.137,5.51,Good performance
244,,,,LR2018,2018,F9,RESTORATION,P2,,PK,NPK,6.75,35,33,5.329,6.03,Good performance
245,,,,LR2018,2018,F10,RESTORATION,P2,,PK,NPK,6.75,31,29,5.413,6.01,Good performance
246,,,,LR2018,2018,F11,RESTORATION,P2,,PK,NPK,6.75,NA,NA,NA,NA,Field destroyed by cattle
247,,,,LR2018,2018,F12,RESTORATION,P2,,PK,NPK,6.75,34,31,3.472,3.79,Good perfomrance but some missing plants due to termites
248,,,,LR2018,2018,F14,RESTORATION,P2,,PK,NPK,6.75,32,28,5.576,6.19,Plot OK with good performance
249,,,,LR2018,2018,F18,RESTORATION,P2,,PK,NPK,6.75,28,26,5.06,5.5,Plot OK with good performance
250,,,,LR2018,2018,F19,RESTORATION,P2,,PK,NPK,6.75,35,29,2.734,3.08,Plot OK with average performance
1,,,,LR2017,2017,F17,SUBPLOTS,P1,SS1,Control,PK,6.75,40,14,0.398,0.442758249,
2,,,,LR2017,2017,F17,SUBPLOTS,P1,SS2,Control,NK,6.75,31,20,3.03,2.713737374,
3,,,,LR2017,2017,F17,SUBPLOTS,P1,SS3,Control,NP,6.75,42,23,2.761,2.506281481,
4,,,,LR2017,2017,F17,SUBPLOTS,P1,SS4,Control,NPK,6.75,43,35,5.068,4.518540067,
5,,,,LR2017,2017,F17,SUBPLOTS,P2,SS1,PK,PK,6.75,31,18,1.807,1.676798653,
6,,,,LR2017,2017,F17,SUBPLOTS,P2,SS2,PK,NK,6.75,40,43,9.264,8.047515152,
7,,,,LR2017,2017,F17,SUBPLOTS,P2,SS3,PK,NP,6.75,44,45,7.55,6.446734007,
8,,,,LR2017,2017,F17,SUBPLOTS,P2,SS4,PK,NPK,6.75,32,36,8.706,7.082052525,
9,,,,LR2017,2017,F17,SUBPLOTS,P3,SS1,NK,PK,6.75,45,45,4.91,4.172673401,
10,,,,LR2017,2017,F17,SUBPLOTS,P3,SS2,NK,NK,6.75,30,3,0.153,0.123842424,
11,,,,LR2017,2017,F17,SUBPLOTS,P3,SS3,NK,NP,6.75,46,39,6.84,5.54569697,
12,,,,LR2017,2017,F17,SUBPLOTS,P3,SS4,NK,NPK,6.75,38,41,7.969,6.3752,
13,,,,LR2017,2017,F17,SUBPLOTS,P4,SS1,NP,PK,6.75,51,46,9.176,7.48909899,
14,,,,LR2017,2017,F17,SUBPLOTS,P4,SS2,NP,NK,6.75,37,34,6.419,5.178425589,
15,,,,LR2017,2017,F17,SUBPLOTS,P4,SS3,NP,NP,6.75,25,21,2.507,2.14403367,
16,,,,LR2017,2017,F17,SUBPLOTS,P4,SS4,NP,NPK,6.75,33,38,8.885,7.371259259,
17,,,,LR2017,2017,F17,SUBPLOTS,P5,SS1,NPK,PK,6.75,30,21,4.038,3.339167677,
18,,,,LR2017,2017,F17,SUBPLOTS,P5,SS2,NPK,NK,6.75,38,39,8.236,7.254335354,
19,,,,LR2017,2017,F17,SUBPLOTS,P5,SS3,NPK,NP,6.75,34,34,9.105,7.921656566,
20,,,,LR2017,2017,F17,SUBPLOTS,P5,SS4,NPK,NPK,6.75,29,34,9.478,8.718483502,
21,,,,LR2017,2017,F23,SUBPLOTS,P1,SS1,Control,PK,6.75,32,25,3.344,2.58962963,Striga infestation
22,,,,LR2017,2017,F23,SUBPLOTS,P1,SS2,Control,NK,6.75,32,15,1.708,1.522822896,
23,,,,LR2017,2017,F23,SUBPLOTS,P1,SS3,Control,NP,6.75,35,39,6.194,4.396280135,
24,,,,LR2017,2017,F23,SUBPLOTS,P1,SS4,Control,NPK,6.75,36,34,6.732,5.6032,
25,,,,LR2017,2017,F23,SUBPLOTS,P2,SS1,PK,PK,6.75,38,35,6.215,5.599777778,
26,,,,LR2017,2017,F23,SUBPLOTS,P2,SS2,PK,NK,6.75,33,30,7.432,6.305939394,
27,,,,LR2017,2017,F23,SUBPLOTS,P2,SS3,PK,NP,6.75,37,35,7.276,5.889395286,
28,,,,LR2017,2017,F23,SUBPLOTS,P2,SS4,PK,NPK,6.75,30,31,8.423,7.328293603,
29,,,,LR2017,2017,F23,SUBPLOTS,P3,SS1,NK,PK,6.75,37,31,4.336,3.935978451,
30,,,,LR2017,2017,F23,SUBPLOTS,P3,SS2,NK,NK,6.75,28,10,1.816,1.494378451,
31,,,,LR2017,2017,F23,SUBPLOTS,P3,SS3,NK,NP,6.75,33,29,5.886,5.025890909,
32,,,,LR2017,2017,F23,SUBPLOTS,P3,SS4,NK,NPK,6.75,30,21,4.904,4.319482828,
33,,,,LR2017,2017,F23,SUBPLOTS,P4,SS1,NP,PK,6.75,34,35,6.58,5.893198653,
34,,,,LR2017,2017,F23,SUBPLOTS,P4,SS2,NP,NK,6.75,31,30,6.762,6.05620202,
35,,,,LR2017,2017,F23,SUBPLOTS,P4,SS3,NP,NP,6.75,33,28,5.113,4.606864646,
36,,,,LR2017,2017,F23,SUBPLOTS,P4,SS4,NP,NPK,6.75,35,38,9.596,9.434451178,
37,,,,LR2017,2017,F23,SUBPLOTS,P5,SS1,NPK,PK,6.75,31,32,8.118,7.6424,
38,,,,LR2017,2017,F23,SUBPLOTS,P5,SS2,NPK,NK,6.75,32,28,6.276,5.561761616,
39,,,,LR2017,2017,F23,SUBPLOTS,P5,SS3,NPK,NP,6.75,23,24,6.607,5.499159596,
40,,,,LR2017,2017,F23,SUBPLOTS,P5,SS4,NPK,NPK,6.75,34,27,8.712,7.204266667,
41,,,,LR2017,2017,F24,SUBPLOTS,P1,SS1,Control,PK,6.75,38,37,3.976,3.277187879,
42,,,,LR2017,2017,F24,SUBPLOTS,P1,SS2,Control,NK,6.75,35,15,2.055,1.151353535,
43,,,,LR2017,2017,F24,SUBPLOTS,P1,SS3,Control,NP,6.75,34,35,5.246,4.641915152,
44,,,,LR2017,2017,F24,SUBPLOTS,P1,SS4,Control,NPK,6.75,37,34,6.757,5.724111785,
45,,,,LR2017,2017,F24,SUBPLOTS,P2,SS1,PK,PK,6.75,29,22,2.312,1.992835017,
46,,,,LR2017,2017,F24,SUBPLOTS,P2,SS2,PK,NK,6.75,37,36,9.256,8.240021549,
47,,,,LR2017,2017,F24,SUBPLOTS,P2,SS3,PK,NP,6.75,36,33,6.676,5.943213468,
48,,,,LR2017,2017,F24,SUBPLOTS,P2,SS4,PK,NPK,6.75,35,35,7.636,7.034375758,
49,,,,LR2017,2017,F24,SUBPLOTS,P3,SS1,NK,PK,6.75,37,23,3.28,2.862545455,
50,,,,LR2017,2017,F24,SUBPLOTS,P3,SS2,NK,NK,6.75,16,0,0,0,Poor crops with stunted growth
51,,,,LR2017,2017,F24,SUBPLOTS,P3,SS3,NK,NP,6.75,37,37,7.221,6.389490909,
52,,,,LR2017,2017,F24,SUBPLOTS,P3,SS4,NK,NPK,6.75,34,21,4.205,3.137468013,3 crops affected by smut
53,,,,LR2017,2017,F24,SUBPLOTS,P4,SS1,NP,PK,6.75,40,41,8.538,8.175781818,
54,,,,LR2017,2017,F24,SUBPLOTS,P4,SS2,NP,NK,6.75,33,34,7.676,6.533645791,
55,,,,LR2017,2017,F24,SUBPLOTS,P4,SS3,NP,NP,6.75,19,7,0.505,0.431885522,Some termite attack
56,,,,LR2017,2017,F24,SUBPLOTS,P4,SS4,NP,NPK,6.75,21,34,6.173,5.187814141,
57,,,,LR2017,2017,F24,SUBPLOTS,P5,SS1,NPK,PK,6.75,30,24,3.394,3.012317845,
58,,,,LR2017,2017,F24,SUBPLOTS,P5,SS2,NPK,NK,6.75,45,31,6.38,3.488592593,
59,,,,LR2017,2017,F24,SUBPLOTS,P5,SS3,NPK,NP,6.75,42,39,8.789,7.125896296,
60,,,,LR2017,2017,F24,SUBPLOTS,P5,SS4,NPK,NPK,6.75,45,46,10.082,8.52726734,
61,,,,LR2017,2017,F5,SUBPLOTS,P1,SS1,Control,PK,6.75,33,20,1.16,0.851447811,
62,,,,LR2017,2017,F5,SUBPLOTS,P1,SS2,Control,NK,6.75,28,0,0,0,
63,,,,LR2017,2017,F5,SUBPLOTS,P1,SS3,Control,NP,6.75,18,11,0.598,0.483232323,
64,,,,LR2017,2017,F5,SUBPLOTS,P1,SS4,Control,NPK,6.75,31,23,2.895,2.452464646,
65,,,,LR2017,2017,F5,SUBPLOTS,P2,SS1,PK,PK,6.75,18,13,1.888,1.599396633,
66,,,,LR2017,2017,F5,SUBPLOTS,P2,SS2,PK,NK,6.75,23,22,3.705,3.198525253,
67,,,,LR2017,2017,F5,SUBPLOTS,P2,SS3,PK,NP,6.75,19,15,2.508,2.411733333,
68,,,,LR2017,2017,F5,SUBPLOTS,P2,SS4,PK,NPK,6.75,27,29,5.741,5.087647138,
69,,,,LR2017,2017,F5,SUBPLOTS,P3,SS1,NK,PK,6.75,30,12,0.879,0.718589899,
70,,,,LR2017,2017,F5,SUBPLOTS,P3,SS2,NK,NK,6.75,0,0,0,0,No plant grew
71,,,,LR2017,2017,F5,SUBPLOTS,P3,SS3,NK,NP,6.75,30,18,4.208,3.468412121,
72,,,,LR2017,2017,F5,SUBPLOTS,P3,SS4,NK,NPK,6.75,27,11,1.816,1.460137374,
73,,,,LR2017,2017,F5,SUBPLOTS,P4,SS1,NP,PK,6.75,35,32,5.337,4.830254545,
74,,,,LR2017,2017,F5,SUBPLOTS,P4,SS2,NP,NK,6.75,26,19,3.57,2.91369697,
75,,,,LR2017,2017,F5,SUBPLOTS,P4,SS3,NP,NP,6.75,17,19,2.953,2.624888889,
76,,,,LR2017,2017,F5,SUBPLOTS,P4,SS4,NP,NPK,6.75,22,24,5.301,4.454981818,
77,,,,LR2017,2017,F5,SUBPLOTS,P5,SS1,NPK,PK,6.75,34,35,4.758,4.543329293,
78,,,,LR2017,2017,F5,SUBPLOTS,P5,SS2,NPK,NK,6.75,26,26,4.468,3.821117845,
79,,,,LR2017,2017,F5,SUBPLOTS,P5,SS3,NPK,NP,6.75,15,15,2.357,2.053843771,
80,,,,LR2017,2017,F5,SUBPLOTS,P5,SS4,NPK,NPK,6.75,22,27,5.087,4.453265993,
81,,,,LR2017,2017,F20,SUBPLOTS,P1,SS1,Control,PK,6.75,33,30,4.617,4.209709091,
82,,,,LR2017,2017,F20,SUBPLOTS,P1,SS2,Control,NK,6.75,30,26,2.826,2.44729697,
83,,,,LR2017,2017,F20,SUBPLOTS,P1,SS3,Control,NP,6.75,10,11,0.717,0.682719192,
84,,,,LR2017,2017,F20,SUBPLOTS,P1,SS4,Control,NPK,6.75,37,40,9.677,9.01883367,
85,,,,LR2017,2017,F20,SUBPLOTS,P2,SS1,PK,PK,6.75,19,18,2.295,2.203818182,
86,,,,LR2017,2017,F20,SUBPLOTS,P2,SS2,PK,NK,6.75,35,37,8.853,8.155490909,
87,,,,LR2017,2017,F20,SUBPLOTS,P2,SS3,PK,NP,6.75,28,28,6.825,6.406767677,
88,,,,LR2017,2017,F20,SUBPLOTS,P2,SS4,PK,NPK,6.75,28,27,6.502,6.208643771,
89,,,,LR2017,2017,F20,SUBPLOTS,P3,SS1,NK,PK,6.75,39,38,7.954,6.866685522,
90,,,,LR2017,2017,F20,SUBPLOTS,P3,SS2,NK,NK,6.75,28,5,0.536,0.436740741,
91,,,,LR2017,2017,F20,SUBPLOTS,P3,SS3,NK,NP,6.75,38,34,7.855,6.590794613,
92,,,,LR2017,2017,F20,SUBPLOTS,P3,SS4,NK,NPK,6.75,24,21,5.165,4.486767677,
93,,,,LR2017,2017,F20,SUBPLOTS,P4,SS1,NP,PK,6.75,32,29,6.532,6.043749495,
94,,,,LR2017,2017,F20,SUBPLOTS,P4,SS2,NP,NK,6.75,27,25,4.815,4.305939394,
95,,,,LR2017,2017,F20,SUBPLOTS,P4,SS3,NP,NP,6.75,27,11,0.343,0.323828956,
96,,,,LR2017,2017,F20,SUBPLOTS,P4,SS4,NP,NPK,6.75,26,24,5.993,5.125326599,
97,,,,LR2017,2017,F20,SUBPLOTS,P5,SS1,NPK,PK,6.75,39,45,7.837,7.230094276,
98,,,,LR2017,2017,F20,SUBPLOTS,P5,SS2,NPK,NK,6.75,30,31,5.595,4.958262626,
99,,,,LR2017,2017,F20,SUBPLOTS,P5,SS3,NPK,NP,6.75,24,26,5.602,5.055003367,
100,,,,LR2017,2017,F20,SUBPLOTS,P5,SS4,NPK,NPK,6.75,18,17,4.081,3.764962963,
101,,,,LR2017,2017,F21,SUBPLOTS,P1,SS1,Control,PK,6.75,20,9,0.385,0.464592593,
102,,,,LR2017,2017,F21,SUBPLOTS,P1,SS2,Control,NK,6.75,30,4,0.217,0.240234343,
103,,,,LR2017,2017,F21,SUBPLOTS,P1,SS3,Control,NP,6.75,30,22,2.104,2.057244444,
104,,,,LR2017,2017,F21,SUBPLOTS,P1,SS4,Control,NPK,6.75,31,24,2.133,2.076981818,
105,,,,LR2017,2017,F21,SUBPLOTS,P2,SS1,PK,PK,6.75,28,13,0.305,0.345461279,
106,,,,LR2017,2017,F21,SUBPLOTS,P2,SS2,PK,NK,6.75,41,35,2.3,2.348013468,
107,,,,LR2017,2017,F21,SUBPLOTS,P2,SS3,PK,NP,6.75,37,33,3.333,3.164666667,
108,,,,LR2017,2017,F21,SUBPLOTS,P2,SS4,PK,NPK,6.75,36,33,3.684,3.478092929,
109,,,,LR2017,2017,F21,SUBPLOTS,P3,SS1,NK,PK,6.75,34,31,3.689,3.130060606,
110,,,,LR2017,2017,F21,SUBPLOTS,P3,SS2,NK,NK,6.75,39,0,0,0,
111,,,,LR2017,2017,F21,SUBPLOTS,P3,SS3,NK,NP,6.75,42,41,7.391,6.569777778,
112,,,,LR2017,2017,F21,SUBPLOTS,P3,SS4,NK,NPK,6.75,45,41,4.573,4.157272727,
113,,,,LR2017,2017,F21,SUBPLOTS,P4,SS1,NP,PK,6.75,44,44,5.641,5.295322559,
114,,,,LR2017,2017,F21,SUBPLOTS,P4,SS2,NP,NK,6.75,51,50,6.859,6.059938047,
115,,,,LR2017,2017,F21,SUBPLOTS,P4,SS3,NP,NP,6.75,26,18,1.95,1.86989899,
116,,,,LR2017,2017,F21,SUBPLOTS,P4,SS4,NP,NPK,6.75,34,31,5.384,5.083076094,
117,,,,LR2017,2017,F21,SUBPLOTS,P5,SS1,NPK,PK,6.75,31,28,4.043,4.007606734,
118,,,,LR2017,2017,F21,SUBPLOTS,P5,SS2,NPK,NK,6.75,29,29,4.973,4.916070034,
119,,,,LR2017,2017,F21,SUBPLOTS,P5,SS3,NPK,NP,6.75,39,38,6.643,6.24486734,
120,,,,LR2017,2017,F21,SUBPLOTS,P5,SS4,NPK,NPK,6.75,40,36,6.434,5.77976835,
1,,,,SR2017,2017,F17,SUBPLOTS,P1,SS1,Control,PK,6.75,15,8,0.484,0.507792593,Many plants dried inseason due to stunted growth and drought
2,,,,SR2017,2017,F17,SUBPLOTS,P1,SS2,Control,NK,6.75,20,15,1.794,1.787959596,
