NO,LATITUDE,LONGITUDE,SUB.LOCATION,SEASON,YEAR,FARMCODE,TRIALTYPE,PLOTCODE,SUBPLOTCODE,TREATMENT,NEWTREATMENT,HARVESTAREA$M2.plot-1,PLANTCOUNT$#.plot,COBS.#.plot-1,COBFW$Kg.plot-1,yield$t.AIRDRY.ha-1,COMMENTS
3,,,,SR2017,2017,F17,SUBPLOTS,P1,SS3,Control,NP,6.75,28,29,4.422,4.645333333,
4,,,,SR2017,2017,F17,SUBPLOTS,P1,SS4,Control,NPK,6.75,16,14,1.433,1.650121212,Many plants dried inseason due to stunted growth and drought
5,,,,SR2017,2017,F17,SUBPLOTS,P2,SS1,PK,PK,6.75,16,13,1.617,1.740044444,Many plants dried inseason due to stunted growth and drought
6,,,,SR2017,2017,F17,SUBPLOTS,P2,SS2,PK,NK,6.75,24,27,3.573,3.647587879,
7,,,,SR2017,2017,F17,SUBPLOTS,P2,SS3,PK,NP,6.75,22,23,3.276,3.653236364,
8,,,,SR2017,2017,F17,SUBPLOTS,P2,SS4,PK,NPK,6.75,30,32,4.853,4.77783569,
9,,,,SR2017,2017,F17,SUBPLOTS,P3,SS1,NK,PK,6.75,20,20,2.38,2.429683502,
10,,,,SR2017,2017,F17,SUBPLOTS,P3,SS2,NK,NK,6.75,0,0,0,0,"Crop dried at an early stage, nutrient deficiency+drought suspected to be the cause"
11,,,,SR2017,2017,F17,SUBPLOTS,P3,SS3,NK,NP,6.75,15,13,1.743,1.734783838,
12,,,,SR2017,2017,F17,SUBPLOTS,P3,SS4,NK,NPK,6.75,26,27,4.203,4.251115152,
13,,,,SR2017,2017,F17,SUBPLOTS,P4,SS1,NP,PK,6.75,20,19,1.772,1.854335354,
14,,,,SR2017,2017,F17,SUBPLOTS,P4,SS2,NP,NK,6.75,0,0,0,0,"Crop dried at an early stage, nutrient deficiency+drought suspected to be the cause"
15,,,,SR2017,2017,F17,SUBPLOTS,P4,SS3,NP,NP,6.75,0,0,0,0,"Crop dried at an early stage, nutrient deficiency+drought suspected to be the cause"
16,,,,SR2017,2017,F17,SUBPLOTS,P4,SS4,NP,NPK,6.75,29,30,3.075,3.139191919,
17,,,,SR2017,2017,F17,SUBPLOTS,P5,SS1,NPK,PK,6.75,19,19,2.101,2.085437037,
18,,,,SR2017,2017,F17,SUBPLOTS,P5,SS2,NPK,NK,6.75,9,7,0.645,0.636747475,
19,,,,SR2017,2017,F17,SUBPLOTS,P5,SS3,NPK,NP,6.75,0,0,0,NA,Plot was destroyed by livestock towards end of the season
20,,,,SR2017,2017,F17,SUBPLOTS,P5,SS4,NPK,NPK,6.75,32,29,4.685,4.972094276,
21,,,,SR2017,2017,F23,SUBPLOTS,P1,SS1,Control,PK,6.75,39,28,2.665,2.813952862,
22,,,,SR2017,2017,F23,SUBPLOTS,P1,SS2,Control,NK,6.75,30,0,0,0,Plants were stunted and dried before cob formation
23,,,,SR2017,2017,F23,SUBPLOTS,P1,SS3,Control,NP,6.75,33,32,4.405,4.752060606,
24,,,,SR2017,2017,F23,SUBPLOTS,P1,SS4,Control,NPK,6.75,27,23,2.622,2.885082828,
25,,,,SR2017,2017,F23,SUBPLOTS,P2,SS1,PK,PK,6.75,31,27,2.565,2.870727273,
26,,,,SR2017,2017,F23,SUBPLOTS,P2,SS2,PK,NK,6.75,41,38,6.191,6.245197306,
27,,,,SR2017,2017,F23,SUBPLOTS,P2,SS3,PK,NP,6.75,42,39,5.416,5.682241077,
28,,,,SR2017,2017,F23,SUBPLOTS,P2,SS4,PK,NPK,6.75,38,40,6.438,6.685115152,
29,,,,SR2017,2017,F23,SUBPLOTS,P3,SS1,NK,PK,6.75,33,25,2.373,2.512024242,
30,,,,SR2017,2017,F23,SUBPLOTS,P3,SS2,NK,NK,6.75,29,4,0.277,0.297705051,Plants were stunted and many dried before cob formation
31,,,,SR2017,2017,F23,SUBPLOTS,P3,SS3,NK,NP,6.75,31,21,2.347,2.237947475,
32,,,,SR2017,2017,F23,SUBPLOTS,P3,SS4,NK,NPK,6.75,39,34,4.379,4.482208754,
33,,,,SR2017,2017,F23,SUBPLOTS,P4,SS1,NP,PK,6.75,33,32,3.81,4.120444444,
34,,,,SR2017,2017,F23,SUBPLOTS,P4,SS2,NP,NK,6.75,26,20,2.29,2.39023569,
35,,,,SR2017,2017,F23,SUBPLOTS,P4,SS3,NP,NP,6.75,31,25,1.646,1.875442424,
36,,,,SR2017,2017,F23,SUBPLOTS,P4,SS4,NP,NPK,6.75,36,33,3.914,4.143305051,
37,,,,SR2017,2017,F23,SUBPLOTS,P5,SS1,NPK,PK,6.75,29,29,3.617,3.726606061,
38,,,,SR2017,2017,F23,SUBPLOTS,P5,SS2,NPK,NK,6.75,22,19,1.933,1.996782492,Stunted growth
39,,,,SR2017,2017,F23,SUBPLOTS,P5,SS3,NPK,NP,6.75,24,24,3.63,3.554222222,
40,,,,SR2017,2017,F23,SUBPLOTS,P5,SS4,NPK,NPK,6.75,38,20,3.028,3.095288889,
41,,,,SR2017,2017,F24,SUBPLOTS,P1,SS1,Control,PK,6.75,34,12,0.542,0.564263973,
42,,,,SR2017,2017,F24,SUBPLOTS,P1,SS2,Control,NK,6.75,0,0,0,NA,Destroyed by livestock
43,,,,SR2017,2017,F24,SUBPLOTS,P1,SS3,Control,NP,6.75,22,22,2.242,2.533384512,
44,,,,SR2017,2017,F24,SUBPLOTS,P1,SS4,Control,NPK,6.75,29,25,2.544,2.665632323,
45,,,,SR2017,2017,F24,SUBPLOTS,P2,SS1,PK,PK,6.75,32,14,1.113,1.151224242,
46,,,,SR2017,2017,F24,SUBPLOTS,P2,SS2,PK,NK,6.75,25,29,3.347,3.448424242,
47,,,,SR2017,2017,F24,SUBPLOTS,P2,SS3,PK,NP,6.75,33,30,3.847,4.232995286,
48,,,,SR2017,2017,F24,SUBPLOTS,P2,SS4,PK,NPK,6.75,34,27,3.082,3.208600673,
49,,,,SR2017,2017,F24,SUBPLOTS,P3,SS1,NK,PK,6.75,35,35,3.643,3.792645118,
50,,,,SR2017,2017,F24,SUBPLOTS,P3,SS2,NK,NK,6.75,0,0,0,0,Stunted growth
51,,,,SR2017,2017,F24,SUBPLOTS,P3,SS3,NK,NP,6.75,29,30,4.606,4.615305051,
52,,,,SR2017,2017,F24,SUBPLOTS,P3,SS4,NK,NPK,6.75,32,24,2.211,2.275022222,
53,,,,SR2017,2017,F24,SUBPLOTS,P4,SS1,NP,PK,6.75,37,33,3.322,3.641896296,
54,,,,SR2017,2017,F24,SUBPLOTS,P4,SS2,NP,NK,6.75,14,13,0.815,0.812255892,
55,,,,SR2017,2017,F24,SUBPLOTS,P4,SS3,NP,NP,6.75,19,10,0.395,0.451656566,
56,,,,SR2017,2017,F24,SUBPLOTS,P4,SS4,NP,NPK,6.75,21,16,0.919,1.011209428,
57,,,,SR2017,2017,F24,SUBPLOTS,P5,SS1,NPK,PK,6.75,14,8,0.361,0.391873401,
58,,,,SR2017,2017,F24,SUBPLOTS,P5,SS2,NPK,NK,6.75,13,14,2.668,2.777594613,
59,,,,SR2017,2017,F24,SUBPLOTS,P5,SS3,NPK,NP,6.75,23,23,1.388,1.445015488,
60,,,,SR2017,2017,F24,SUBPLOTS,P5,SS4,NPK,NPK,6.75,29,28,3.688,3.804724579,
61,,,,SR2017,2017,F5,SUBPLOTS,P1,SS1,Control,PK,6.75,29,18,0.9,0.882424242,
62,,,,SR2017,2017,F5,SUBPLOTS,P1,SS2,Control,NK,6.75,22,0,0,0,Crop stunted & dried before forming cobs
63,,,,SR2017,2017,F5,SUBPLOTS,P1,SS3,Control,NP,6.75,31,22,1.998,1.999345455,
64,,,,SR2017,2017,F5,SUBPLOTS,P1,SS4,Control,NPK,6.75,39,31,2.786,2.956724579,
65,,,,SR2017,2017,F5,SUBPLOTS,P2,SS1,PK,PK,6.75,30,30,1.294,1.282672054,
66,,,,SR2017,2017,F5,SUBPLOTS,P2,SS2,PK,NK,6.75,29,25,1.434,1.494836364,
67,,,,SR2017,2017,F5,SUBPLOTS,P2,SS3,PK,NP,6.75,36,36,4.57,4.751569024,
68,,,,SR2017,2017,F5,SUBPLOTS,P2,SS4,PK,NPK,6.75,33,35,4.185,4.385090909,
69,,,,SR2017,2017,F5,SUBPLOTS,P3,SS1,NK,PK,6.75,37,8,0.472,0.468503704,
70,,,,SR2017,2017,F5,SUBPLOTS,P3,SS2,NK,NK,6.75,9,0,0,0,Crop stunted and dried from at early stage 
71,,,,SR2017,2017,F5,SUBPLOTS,P3,SS3,NK,NP,6.75,30,27,2.919,2.869858586,
72,,,,SR2017,2017,F5,SUBPLOTS,P3,SS4,NK,NPK,6.75,28,18,1.831,1.84209697,
73,,,,SR2017,2017,F5,SUBPLOTS,P4,SS1,NP,PK,6.75,31,30,2.756,2.865497643,
74,,,,SR2017,2017,F5,SUBPLOTS,P4,SS2,NP,NK,6.75,15,10,0.447,0.450311111,
75,,,,SR2017,2017,F5,SUBPLOTS,P4,SS3,NP,NP,6.75,25,26,2.756,2.761567677,
76,,,,SR2017,2017,F5,SUBPLOTS,P4,SS4,NP,NPK,6.75,26,23,1.6,1.652794613,
77,,,,SR2017,2017,F5,SUBPLOTS,P5,SS1,NPK,PK,6.75,25,18,0.511,0.527861279,
78,,,,SR2017,2017,F5,SUBPLOTS,P5,SS2,NPK,NK,6.75,12,10,0.893,0.974181818,Stunted growth and most plants dried
79,,,,SR2017,2017,F5,SUBPLOTS,P5,SS3,NPK,NP,6.75,16,26,3.55,3.475892256,
80,,,,SR2017,2017,F5,SUBPLOTS,P5,SS4,NPK,NPK,6.75,23,23,3.691,3.777993266,
81,,,,SR2017,2017,F20,SUBPLOTS,P1,SS1,Control,PK,6.75,35,24,1.625,1.656734007,
82,,,,SR2017,2017,F20,SUBPLOTS,P1,SS2,Control,NK,6.75,24,3,0.2,0.221414141,
83,,,,SR2017,2017,F20,SUBPLOTS,P1,SS3,Control,NP,6.75,0,0,0,0,Stunted and dried early in the season
84,,,,SR2017,2017,F20,SUBPLOTS,P1,SS4,Control,NPK,6.75,34,32,3.636,4.015515152,
85,,,,SR2017,2017,F20,SUBPLOTS,P2,SS1,PK,PK,6.75,28,14,0.704,0.732918519,
86,,,,SR2017,2017,F20,SUBPLOTS,P2,SS2,PK,NK,6.75,22,19,1.934,2.065538047,
87,,,,SR2017,2017,F20,SUBPLOTS,P2,SS3,PK,NP,6.75,26,16,1.082,1.197850505,
88,,,,SR2017,2017,F20,SUBPLOTS,P2,SS4,PK,NPK,6.75,30,25,3.352,3.61609697,
89,,,,SR2017,2017,F20,SUBPLOTS,P3,SS1,NK,PK,6.75,37,30,2.432,2.495870707,
90,,,,SR2017,2017,F20,SUBPLOTS,P3,SS2,NK,NK,6.75,0,0,0,0,Stunted and dried early in the season
91,,,,SR2017,2017,F20,SUBPLOTS,P3,SS3,NK,NP,6.75,22,19,2.449,2.566090236,
92,,,,SR2017,2017,F20,SUBPLOTS,P3,SS4,NK,NPK,6.75,31,28,3.361,3.544327273,
93,,,,SR2017,2017,F20,SUBPLOTS,P4,SS1,NP,PK,6.75,31,31,3.105,3.349636364,
94,,,,SR2017,2017,F20,SUBPLOTS,P4,SS2,NP,NK,6.75,24,23,0.985,1.053319865,
95,,,,SR2017,2017,F20,SUBPLOTS,P4,SS3,NP,NP,6.75,0,0,0,0,Stunted and dried early in the season
96,,,,SR2017,2017,F20,SUBPLOTS,P4,SS4,NP,NPK,6.75,27,22,2.478,2.693260606,
97,,,,SR2017,2017,F20,SUBPLOTS,P5,SS1,NPK,PK,6.75,37,32,4.139,4.342465993,
98,,,,SR2017,2017,F20,SUBPLOTS,P5,SS2,NPK,NK,6.75,19,14,1.02,1.022060606,
99,,,,SR2017,2017,F20,SUBPLOTS,P5,SS3,NPK,NP,6.75,24,12,1.538,1.605319865,
100,,,,SR2017,2017,F20,SUBPLOTS,P5,SS4,NPK,NPK,6.75,39,35,4.264,4.456382492,
101,,,,SR2017,2017,F21,SUBPLOTS,P1,SS1,Control,PK,6.75,36,26,0.738,0.845842424,
102,,,,SR2017,2017,F21,SUBPLOTS,P1,SS2,Control,NK,6.75,38,3,0.06,0.080808081,Very few  grain to measure moisture content
103,,,,SR2017,2017,F21,SUBPLOTS,P1,SS3,Control,NP,6.75,30,21,1.718,1.911202694,
104,,,,SR2017,2017,F21,SUBPLOTS,P1,SS4,Control,NPK,6.75,32,30,2.432,2.810311111,
105,,,,SR2017,2017,F21,SUBPLOTS,P2,SS1,PK,PK,6.75,28,21,0.422,0.493327946,
106,,,,SR2017,2017,F21,SUBPLOTS,P2,SS2,PK,NK,6.75,34,31,2.093,2.390389226,
107,,,,SR2017,2017,F21,SUBPLOTS,P2,SS3,PK,NP,6.75,30,30,3.225,3.704949495,
108,,,,SR2017,2017,F21,SUBPLOTS,P2,SS4,PK,NPK,6.75,38,33,3.592,4.073352189,
109,,,,SR2017,2017,F21,SUBPLOTS,P3,SS1,NK,PK,6.75,36,36,2.27,2.454962963,
110,,,,SR2017,2017,F21,SUBPLOTS,P3,SS2,NK,NK,6.75,15,0,0,0,"No cob, stunted growth from early stage"
111,,,,SR2017,2017,F21,SUBPLOTS,P3,SS3,NK,NP,6.75,29,19,1.933,2.064470034,
112,,,,SR2017,2017,F21,SUBPLOTS,P3,SS4,NK,NPK,6.75,34,25,2.124,2.248436364,
113,,,,SR2017,2017,F21,SUBPLOTS,P4,SS1,NP,PK,6.75,39,27,1.82,2.029575758,
114,,,,SR2017,2017,F21,SUBPLOTS,P4,SS2,NP,NK,6.75,36,24,1.529,1.626814815,
115,,,,SR2017,2017,F21,SUBPLOTS,P4,SS3,NP,NP,6.75,35,20,1.435,1.609905724,
116,,,,SR2017,2017,F21,SUBPLOTS,P4,SS4,NP,NPK,6.75,37,38,3.436,3.762246465,
117,,,,SR2017,2017,F21,SUBPLOTS,P5,SS1,NPK,PK,6.75,26,16,0.823,0.927745455,
118,,,,SR2017,2017,F21,SUBPLOTS,P5,SS2,NPK,NK,6.75,30,22,1.221,1.274444444,
119,,,,SR2017,2017,F21,SUBPLOTS,P5,SS3,NPK,NP,6.75,30,25,2.541,2.806222222,
120,,,,SR2017,2017,F21,SUBPLOTS,P5,SS4,NPK,NPK,6.75,31,29,3.252,3.665890909,
1,,,,LR2018,2018,F17,SUBPLOTS,P1,SS1,Control,PK,6.75,34,18,1.608,1.808323232,some lodging
2,,,,LR2018,2018,F17,SUBPLOTS,P1,SS2,Control,NK,6.75,37,30,3.883,4.168014815,
3,,,,LR2018,2018,F17,SUBPLOTS,P1,SS3,Control,NP,6.75,43,28,3.545,3.919791246,Not well thinned
4,,,,LR2018,2018,F17,SUBPLOTS,P1,SS4,Control,NPK,6.75,38,40,6.929,7.698888889,Good crop
5,,,,LR2018,2018,F17,SUBPLOTS,P2,SS1,PK,PK,6.75,37,32,5.16,5.698585859,Good crop
6,,,,LR2018,2018,F17,SUBPLOTS,P2,SS2,PK,NK,6.75,39,41,6.048,6.524509091,Good crop
7,,,,LR2018,2018,F17,SUBPLOTS,P2,SS3,PK,NP,6.75,39,44,6.08,6.739178451,Good crop
8,,,,LR2018,2018,F17,SUBPLOTS,P2,SS4,PK,NPK,6.75,37,37,6.501,7.284622222,Good crop
9,,,,LR2018,2018,F17,SUBPLOTS,P3,SS1,NK,PK,6.75,27,16,2.362,2.516285522,poor performance
10,,,,LR2018,2018,F17,SUBPLOTS,P3,SS2,NK,NK,6.75,23,0,0,0,poor performance
11,,,,LR2018,2018,F17,SUBPLOTS,P3,SS3,NK,NP,6.75,27,12,1.421,1.552095623,average performance
12,,,,LR2018,2018,F17,SUBPLOTS,P3,SS4,NK,NPK,6.75,34,20,2.253,2.521539394,average performance
13,,,,LR2018,2018,F17,SUBPLOTS,P4,SS1,NP,PK,6.75,35,20,3.09,3.333454545,average performance
14,,,,LR2018,2018,F17,SUBPLOTS,P4,SS2,NP,NK,6.75,38,26,2.205,2.405454545,poor performance
15,,,,LR2018,2018,F17,SUBPLOTS,P4,SS3,NP,NP,6.75,0,0,0,0,poor performance
16,,,,LR2018,2018,F17,SUBPLOTS,P4,SS4,NP,NPK,6.75,36,31,3.559,4.011963636,
17,,,,LR2018,2018,F17,SUBPLOTS,P5,SS1,NPK,PK,6.75,36,27,4.445,4.801198653,
18,,,,LR2018,2018,F17,SUBPLOTS,P5,SS2,NPK,NK,6.75,31,15,1.239,1.341624242,
19,,,,LR2018,2018,F17,SUBPLOTS,P5,SS3,NPK,NP,6.75,34,31,4.17,4.717575758,
20,,,,LR2018,2018,F17,SUBPLOTS,P5,SS4,NPK,NPK,6.75,37,40,6.507,7.186181818,
21,,,,LR2018,2018,F23,SUBPLOTS,P1,SS1,Control,PK,6.75,18,15,2.249,2.456483502,some missing plants
22,,,,LR2018,2018,F23,SUBPLOTS,P1,SS2,Control,NK,6.75,42,30,3.061,3.401111111,plot OK
23,,,,LR2018,2018,F23,SUBPLOTS,P1,SS3,Control,NP,6.75,38,33,5.635,6.306646465,plot OK
24,,,,LR2018,2018,F23,SUBPLOTS,P1,SS4,Control,NPK,6.75,42,39,5.671,6.171270034,plot OK
25,,,,LR2018,2018,F23,SUBPLOTS,P2,SS1,PK,PK,6.75,29,19,3.202,3.389591919,plot OK
26,,,,LR2018,2018,F23,SUBPLOTS,P2,SS2,PK,NK,6.75,35,41,5.997,6.590642424,plot OK
27,,,,LR2018,2018,F23,SUBPLOTS,P2,SS3,PK,NP,6.75,40,33,5.153,5.461832997,plot OK
28,,,,LR2018,2018,F23,SUBPLOTS,P2,SS4,PK,NPK,6.75,32,29,4.741,5.197540741,plot OK
29,,,,LR2018,2018,F23,SUBPLOTS,P3,SS1,NK,PK,6.75,35,21,3.15,3.512727273,
30,,,,LR2018,2018,F23,SUBPLOTS,P3,SS2,NK,NK,6.75,41,25,2.077,2.237845118,poor crop
31,,,,LR2018,2018,F23,SUBPLOTS,P3,SS3,NK,NP,6.75,37,35,4.455,4.938,
32,,,,LR2018,2018,F23,SUBPLOTS,P3,SS4,NK,NPK,6.75,43,38,5.57,6.173885522,
33,,,,LR2018,2018,F23,SUBPLOTS,P4,SS1,NP,PK,6.75,31,27,3.609,3.971115152,
34,,,,LR2018,2018,F23,SUBPLOTS,P4,SS2,NP,NK,6.75,42,34,5.199,5.573608081,
35,,,,LR2018,2018,F23,SUBPLOTS,P4,SS3,NP,NP,6.75,38,28,2.999,3.328183165,
36,,,,LR2018,2018,F23,SUBPLOTS,P4,SS4,NP,NPK,6.75,39,36,6.428,7.185508418,
37,,,,LR2018,2018,F23,SUBPLOTS,P5,SS1,NPK,PK,6.75,24,18,2.828,3.066047138,some missing plants with poor performance
38,,,,LR2018,2018,F23,SUBPLOTS,P5,SS2,NPK,NK,6.75,28,21,3.574,3.783385859,some missing plants with poor performance
39,,,,LR2018,2018,F23,SUBPLOTS,P5,SS3,NPK,NP,6.75,36,24,2.939,3.214098316,some missing plants with poor performance
40,,,,LR2018,2018,F23,SUBPLOTS,P5,SS4,NPK,NPK,6.75,36,28,3.526,3.808554882,some missing plants with poor performance
41,,,,LR2018,2018,F24,SUBPLOTS,P1,SS1,Control,PK,6.75,36,11,1.612,1.739006061,plot OK
42,,,,LR2018,2018,F24,SUBPLOTS,P1,SS2,Control,NK,6.75,0,0,0,0,crop failure
43,,,,LR2018,2018,F24,SUBPLOTS,P1,SS3,Control,NP,6.75,27,18,1.491,1.598432323,heavy termite damage
44,,,,LR2018,2018,F24,SUBPLOTS,P1,SS4,Control,NPK,6.75,38,36,5.313,5.767377778,good performance
45,,,,LR2018,2018,F24,SUBPLOTS,P2,SS1,PK,PK,6.75,37,17,1.874,1.998933333,average performance
46,,,,LR2018,2018,F24,SUBPLOTS,P2,SS2,PK,NK,6.75,28,17,2.523,2.69799596,plot OK
47,,,,LR2018,2018,F24,SUBPLOTS,P2,SS3,PK,NP,6.75,34,23,2.906,3.095819529,some termite damage
48,,,,LR2018,2018,F24,SUBPLOTS,P2,SS4,PK,NPK,6.75,36,45,5.441,5.935636364,good performance
49,,,,LR2018,2018,F24,SUBPLOTS,P3,SS1,NK,PK,6.75,13,11,1.931,2.054531987,poor performance
50,,,,LR2018,2018,F24,SUBPLOTS,P3,SS2,NK,NK,6.75,0,0,0,0,crop failure
51,,,,LR2018,2018,F24,SUBPLOTS,P3,SS3,NK,NP,6.75,29,26,3.375,3.65,average performance
52,,,,LR2018,2018,F24,SUBPLOTS,P3,SS4,NK,NPK,6.75,32,9,0.65,0.70996633,poor for NPK
53,,,,LR2018,2018,F24,SUBPLOTS,P4,SS1,NP,PK,6.75,17,10,1.483,1.565888215,
54,,,,LR2018,2018,F24,SUBPLOTS,P4,SS2,NP,NK,6.75,22,19,1.998,2.176945455,
55,,,,LR2018,2018,F24,SUBPLOTS,P4,SS3,NP,NP,6.75,12,8,0.67,0.736323232,
56,,,,LR2018,2018,F24,SUBPLOTS,P4,SS4,NP,NPK,6.75,14,6,0.4,0.446060606,
57,,,,LR2018,2018,F24,SUBPLOTS,P5,SS1,NPK,PK,6.75,0,0,0,0,crop failure
58,,,,LR2018,2018,F24,SUBPLOTS,P5,SS2,NPK,NK,6.75,32,26,3.015,3.232242424,poor crop 
59,,,,LR2018,2018,F24,SUBPLOTS,P5,SS3,NPK,NP,6.75,22,17,1.419,1.536533333,poor crop 
60,,,,LR2018,2018,F24,SUBPLOTS,P5,SS4,NPK,NPK,6.75,34,30,4.032,4.349672727,good crop
61,,,,LR2018,2018,F5,SUBPLOTS,P1,SS1,Control,PK,6.75,28,16,0.842,0.891329293,poor performance
62,,,,LR2018,2018,F5,SUBPLOTS,P1,SS2,Control,NK,6.75,0,0,0,0,very poor no plants
63,,,,LR2018,2018,F5,SUBPLOTS,P1,SS3,Control,NP,6.75,16,9,0.567,0.619309091,poor performance
64,,,,LR2018,2018,F5,SUBPLOTS,P1,SS4,Control,NPK,6.75,28,15,1.202,1.283752189,poor performance
65,,,,LR2018,2018,F5,SUBPLOTS,P2,SS1,PK,PK,6.75,29,17,1.878,1.990553535,poor performance
66,,,,LR2018,2018,F5,SUBPLOTS,P2,SS2,PK,NK,6.75,0,0,0,0,very poor no plants
67,,,,LR2018,2018,F5,SUBPLOTS,P2,SS3,PK,NP,6.75,21,13,1.526,1.683224242,poor performance
68,,,,LR2018,2018,F5,SUBPLOTS,P2,SS4,PK,NPK,6.75,18,15,2.138,2.280533333,poor performance
69,,,,LR2018,2018,F5,SUBPLOTS,P3,SS1,NK,PK,6.75,20,14,0.556,0.593815488,poor performance
70,,,,LR2018,2018,F5,SUBPLOTS,P3,SS2,NK,NK,6.75,11,3,0.223,0.239668687,poor performance
71,,,,LR2018,2018,F5,SUBPLOTS,P3,SS3,NK,NP,6.75,23,16,1.524,1.631757576,poor performance
72,,,,LR2018,2018,F5,SUBPLOTS,P3,SS4,NK,NPK,6.75,24,15,2.889,3.112727273,poor performance
73,,,,LR2018,2018,F5,SUBPLOTS,P4,SS1,NP,PK,6.75,33,27,3.657,4.058408081,poor performance
74,,,,LR2018,2018,F5,SUBPLOTS,P4,SS2,NP,NK,6.75,15,17,2.157,2.350185859,poor performance
75,,,,LR2018,2018,F5,SUBPLOTS,P4,SS3,NP,NP,6.75,16,10,0.665,0.787252525,poor performance
76,,,,LR2018,2018,F5,SUBPLOTS,P4,SS4,NP,NPK,6.75,27,22,4.077,4.222509091,poor performance
77,,,,LR2018,2018,F5,SUBPLOTS,P5,SS1,NPK,PK,6.75,26,22,3.143,3.36946532,poor performance
78,,,,LR2018,2018,F5,SUBPLOTS,P5,SS2,NPK,NK,6.75,0,0,0,0,poor performance
79,,,,LR2018,2018,F5,SUBPLOTS,P5,SS3,NPK,NP,6.75,0,0,0,0,poor performance
80,,,,LR2018,2018,F5,SUBPLOTS,P5,SS4,NPK,NPK,6.75,22,12,2.206,2.391690236,poor performance
81,,,,LR2018,2018,F20,SUBPLOTS,P1,SS1,Control,PK,6.75,16,13,1.125,1.212121212,
82,,,,LR2018,2018,F20,SUBPLOTS,P1,SS2,Control,NK,6.75,0,0,0,0,poor performance
83,,,,LR2018,2018,F20,SUBPLOTS,P1,SS3,Control,NP,6.75,0,0,0,0,poor performance
84,,,,LR2018,2018,F20,SUBPLOTS,P1,SS4,Control,NPK,6.75,31,30,4.122,4.446763636,Good performance but termite damage
85,,,,LR2018,2018,F20,SUBPLOTS,P2,SS1,PK,PK,6.75,28,22,3.655,3.933124579,good perfomance
86,,,,LR2018,2018,F20,SUBPLOTS,P2,SS2,PK,NK,6.75,34,27,3.694,3.994992593,
87,,,,LR2018,2018,F20,SUBPLOTS,P2,SS3,PK,NP,6.75,30,21,2.002,2.229837037,termite damage
88,,,,LR2018,2018,F20,SUBPLOTS,P2,SS4,PK,NPK,6.75,40,36,5.042,5.520735354,
89,,,,LR2018,2018,F20,SUBPLOTS,P3,SS1,NK,PK,6.75,19,16,1.794,2.000581818,
90,,,,LR2018,2018,F20,SUBPLOTS,P3,SS2,NK,NK,6.75,15,5,0.377,0.40416431,
91,,,,LR2018,2018,F20,SUBPLOTS,P3,SS3,NK,NP,6.75,33,24,2.724,2.960630303,termite damage
92,,,,LR2018,2018,F20,SUBPLOTS,P3,SS4,NK,NPK,6.75,32,26,3.716,4.068832323,
93,,,,LR2018,2018,F20,SUBPLOTS,P4,SS1,NP,PK,6.75,15,12,0.935,1.021259259,
94,,,,LR2018,2018,F20,SUBPLOTS,P4,SS2,NP,NK,6.75,26,20,1.794,1.940177778,
95,,,,LR2018,2018,F20,SUBPLOTS,P4,SS3,NP,NP,6.75,0,0,0,0,
96,,,,LR2018,2018,F20,SUBPLOTS,P4,SS4,NP,NPK,6.75,24,19,1.33,1.422249158,termite damage
97,,,,LR2018,2018,F20,SUBPLOTS,P5,SS1,NPK,PK,6.75,20,16,2.87,3.111582492,termite damage
98,,,,LR2018,2018,F20,SUBPLOTS,P5,SS2,NPK,NK,6.75,25,16,2.23,2.408700337,termite damage
99,,,,LR2018,2018,F20,SUBPLOTS,P5,SS3,NPK,NP,6.75,11,6,0.455,0.518424242,termite damage
100,,,,LR2018,2018,F20,SUBPLOTS,P5,SS4,NPK,NPK,6.75,25,20,2.963,3.411939394,termite damage
101,,,,LR2018,2018,F21,SUBPLOTS,P1,SS1,Control,PK,6.75,30,5,0.18,0.197818182,very poor performance
102,,,,LR2018,2018,F21,SUBPLOTS,P1,SS2,Control,NK,6.75,36,0,0,0,very poor performance
103,,,,LR2018,2018,F21,SUBPLOTS,P1,SS3,Control,NP,6.75,38,23,1.621,1.879705051,average performance
104,,,,LR2018,2018,F21,SUBPLOTS,P1,SS4,Control,NPK,6.75,37,19,1.713,1.937939394,average performance
105,,,,LR2018,2018,F21,SUBPLOTS,P2,SS1,PK,PK,6.75,31,10,0.3,0.332121212,very poor performance
106,,,,LR2018,2018,F21,SUBPLOTS,P2,SS2,PK,NK,6.75,37,26,1.86,2.121777778,very poor performance
107,,,,LR2018,2018,F21,SUBPLOTS,P2,SS3,PK,NP,6.75,41,25,3.07,3.460727273,average performance
108,,,,LR2018,2018,F21,SUBPLOTS,P2,SS4,PK,NPK,6.75,34,31,3.547,4.046207407,average performance
109,,,,LR2018,2018,F21,SUBPLOTS,P3,SS1,NK,PK,6.75,28,11,0.735,0.800828283,poor performance
110,,,,LR2018,2018,F21,SUBPLOTS,P3,SS2,NK,NK,6.75,36,1,0.055,0.057333333,poor performance
111,,,,LR2018,2018,F21,SUBPLOTS,P3,SS3,NK,NP,6.75,37,30,3.476,3.941807407,Good performance but some termite damage
112,,,,LR2018,2018,F21,SUBPLOTS,P3,SS4,NK,NPK,6.75,31,21,2.473,2.871011448,Good performance but some termite damage
113,,,,LR2018,2018,F21,SUBPLOTS,P4,SS1,NP,PK,6.75,29,12,0.904,1.026359596,poor performance
