"","FARMCODE","TRT","TRIALTYPE","SEASON_NR","PK_Y_FM","NPK_Y_FM","PK_NS","NPK_NS","Nrec"
"318","F19","Control","RESTORATION",10,3.15798982034447,5.15339000000003,41.2154795911063,68.7795792079211,0.183760664112099
"412","F19","Control","RESTORATION",11,3.72598488201114,5.82817000000003,47.7291844267333,77.1308168316836,0.196010882699669
"119","F9","Control","RESTORATION",8,2.33782969701111,4.11966,31.809973589577,55.9858910891089,0.161172783330213
"219","F9","Control","RESTORATION",9,2.90582475867779,4.79444000000001,38.323678425204,64.3371287128714,0.173423001917783
"319","F9","Control","RESTORATION",10,3.47381982034446,5.46922000000002,44.8373832608309,72.6883663366339,0.185673220505353
"413","F9","Control","RESTORATION",11,4.04181488201113,6.14400000000002,51.3510880964579,81.0396039603963,0.197923439092923
"120","F17","PK","NOT-SUBPLOTS",9,3.21077980542223,6.96126035154446,41.8208693282366,91.1542122715898,0.328888952955688
"220","F17","PK","NOT-SUBPLOTS",10,2.41824433965556,6.27550982411112,32.7321598584353,82.6672007934545,0.332900272900127
"320","F17","PK","NOT-SUBPLOTS",11,1.62570887388889,5.58975929667779,23.6434503886341,74.1801893153191,0.336911592844567
"121","F23","PK","NOT-SUBPLOTS",9,4.1577842498889,7.10515135061112,52.6810120400103,92.9350414679594,0.268360196186328
"221","F23","PK","NOT-SUBPLOTS",10,3.36524878412223,6.41940082317779,43.592302570209,84.4480299898241,0.272371516130767
"321","F23","PK","NOT-SUBPLOTS",11,2.57271331835556,5.73365029574445,34.5035931004078,75.9610185116887,0.276382836075206
"122","F24","PK","NOT-SUBPLOTS",9,2.69913266735556,5.50965038527779,35.9533562770133,73.1887423920518,0.24823590743359
"222","F24","PK","NOT-SUBPLOTS",10,1.90659720158889,4.82389985784445,26.8646468072121,64.7017309139165,0.252247227378029
"322","F24","PK","NOT-SUBPLOTS",11,1.11406173582222,4.13814933041112,17.7759373374108,56.2147194357812,0.256258547322469
"123","F5","PK","NOT-SUBPLOTS",9,2.2493072126889,4.57828167601112,30.7948074849644,61.6619019308307,0.205780629639109
"223","F5","PK","NOT-SUBPLOTS",10,1.45677174692223,3.89253114857779,21.7060980151632,53.1748904526954,0.209791949583548
"323","F5","PK","NOT-SUBPLOTS",11,0.664236281155558,3.20678062114445,12.6173885453619,44.68787897456,0.213803269527988
"124","F20","PK","NOT-SUBPLOTS",9,3.6450940590889,5.91069685001112,46.8015373748727,78.1521887377614,0.209004342419258
"224","F20","PK","NOT-SUBPLOTS",10,2.85255859332223,5.22494632257779,37.7128279050714,69.6651772596261,0.213015662363698
"324","F20","PK","NOT-SUBPLOTS",11,2.06002312755556,4.53919579514445,28.6241184352702,61.1781657814907,0.217026982308137
"125","F21","PK","NOT-SUBPLOTS",9,1.80375228582223,5.12628679381112,25.685232635576,68.4441434877614,0.285059405681236
"225","F21","PK","NOT-SUBPLOTS",10,1.01121682005556,4.44053626637779,16.5965231657748,59.9571320096261,0.289070725625675
"325","F21","PK","NOT-SUBPLOTS",11,0.218681354288892,3.75478573894445,7.50781369597353,51.4701205314907,0.293082045570115
"126","F1","PK","RESTORATION",8,2.08964047501114,4.31183000000003,28.9637669152654,58.3642326732677,0.196003105053349
"226","F1","PK","RESTORATION",9,2.65763553667781,4.98661000000004,35.4774717508924,66.7154702970302,0.208253323640919
"326","F1","PK","RESTORATION",10,3.22563059834449,5.66139000000005,41.9911765865193,75.0667079207926,0.220503542228489
"414","F1","PK","RESTORATION",11,3.79362566001116,6.33617000000005,48.5048814221463,83.4179455445551,0.232753760816059
"127","F2","PK","RESTORATION",8,1.82103047501113,4.04322000000002,25.8833770070083,55.0398514851487,0.194376496520936
"227","F2","PK","RESTORATION",9,2.3890255366778,4.71800000000002,32.3970818426353,63.3910891089112,0.206626715108506
"327","F2","PK","RESTORATION",10,2.95702059834447,5.39278000000003,38.9107866782623,71.7423267326736,0.218876933696076
"415","F2","PK","RESTORATION",11,3.52501566001115,6.06756000000004,45.4244915138893,80.0935643564361,0.231127152283646
"128","F4","PK","RESTORATION",8,2.09614047501112,4.31833000000001,29.0383081996689,58.444678217822,0.196042466787687
"228","F4","PK","RESTORATION",9,2.6641355366778,4.99311000000002,35.5520130352958,66.7959158415844,0.208292685375257
"328","F4","PK","RESTORATION",10,3.23213059834447,5.66789000000003,42.0657178709228,75.1471534653469,0.220542903962827
"416","F4","PK","RESTORATION",11,3.80012566001114,6.34267000000004,48.5794227065498,83.4983910891094,0.232793122550397
"129","F6","PK","RESTORATION",8,0.484363808344459,2.70655333333335,10.5546308296383,38.4969471947197,0.186282109100542
"229","F6","PK","RESTORATION",9,1.05235887001113,3.38133333333336,17.0683356652653,46.8481848184821,0.198532327688112
"329","F6","PK","RESTORATION",10,1.6203539316778,4.05611333333336,23.5820405008923,55.1994224422446,0.210782546275682
"417","F6","PK","RESTORATION",11,2.18834899334448,4.73089333333337,30.0957453365192,63.5506600660071,0.223032764863252
"130","F7","PK","RESTORATION",8,3.25814047501112,5.48033000000001,42.3639962730634,72.8258663366339,0.203079133757137
"230","F7","PK","RESTORATION",9,3.8261355366778,6.15511000000002,48.8777011086903,81.1771039603963,0.215329352344706
