"","Year","section","plot","Crop","Yield.t.ha","Yield.tDM.ha","Straw.t.ha","Straw.tDM.ha","N.offtake.kg.ha","P.offtake.kg.ha","K.offtake.kg.ha","Grain.N.offtake.kg.ha","Grain.P.offtake.kg.ha","Grain.K.offtake.kg.ha","Straw.N.offtake.kg.ha","Straw.P.offtake.kg.ha","Straw.K.offtake.kg.ha","Trt","Treatment","N.rate.kg.ha","P.rate.kg.ha","K.rate.kg.ha","FYM.tFM.ha","FYMN.rate.kg.ha","FYMP.rate.kg.ha","FYMK.rate.kg.ha"
"400",1971,7,3,"potato",7.76,2.10296,NA,NA,21.0296,3.9115056,36.9700368,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"401",1974,7,3,"potato",12.57,3.34362,NA,NA,27.752046,6.5534952,50.1543,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"402",1977,7,3,"potato",7.04,1.69664,NA,NA,18.66304,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"403",1981,7,3,"potato",5.43,1.07514,NA,NA,12.90168,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"404",1984,7,3,"potato",7.44,1.79304,NA,NA,23.30952,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"405",1989,7,3,"potato",7.22,1.66782,NA,NA,25.517646,3.0270933,34.4571612,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"406",1994,7,3,"potato",4.2,1.0038,NA,NA,13.460958,1.435434,14.916468,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"407",1970,2,5,"potato",18.97,4.24928,NA,NA,34.844096,10.8781568,122.4642496,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"408",1973,2,5,"potato",21.7,5.1863,NA,NA,42.52766,14.210462,132.76928,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"409",1976,2,5,"potato",18.72,3.91248,NA,NA,46.94976,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"410",1980,2,5,"potato",22.98,4.98666,NA,NA,41.887944,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"411",1983,2,5,"potato",8.41,1.682,NA,NA,22.5388,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"412",1988,2,5,"potato",17.83,4.20788,NA,NA,37.87092,8.95436864,94.05453376,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"413",1993,2,5,"potato",13.15,2.93245,NA,NA,36.538327,6.45139,65.3643105,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"414",1987,3,5,"potato",17.45,4.0135,NA,NA,32.9107,10.5996535,92.655661,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"415",1992,3,5,"potato",23.84,5.41168,NA,NA,64.94016,11.78663904,119.67389152,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"416",1969,4,5,"potato",19.53,4.55049,NA,NA,47.780145,12.286323,117.3116322,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"417",1972,4,5,"potato",16.2,4.4064,NA,NA,41.8608,11.016,111.570048,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"418",1975,4,5,"potato",4.52,1.08028,NA,NA,14.475752,3.1760232,28.303336,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"419",1978,4,5,"potato",15.09,3.69705,NA,NA,31.424925,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"420",1979,4,5,"potato",9.82,2.17022,NA,NA,18.880914,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"421",1982,4,5,"potato",16.55,3.8727,NA,NA,32.14341,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"422",1985,4,5,"potato",12.37,2.8451,NA,NA,37.83983,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"423",1990,4,5,"potato",7.2,1.656,NA,NA,21.528,3.507408,40.361688,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"424",1995,4,5,"potato",3.51,0.79677,NA,NA,9.3540798,1.8724095,17.5687785,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"425",1986,5,5,"potato",14.81,3.27301,NA,NA,24.547575,8.74220971,74.14022252,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"426",1991,5,5,"potato",10.62,2.59128,NA,NA,20.471112,6.21129816,60.69296016,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"427",1996,5,5,"potato",11.02,2.3693,NA,NA,30.137496,5.330925,54.588672,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"428",1968,7,5,"potato",10.92,2.32596,NA,NA,19.77066,7.0243992,54.427464,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"429",1971,7,5,"potato",9.6,2.1984,NA,NA,21.32448,5.71584,59.488704,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"430",1974,7,5,"potato",20.2,4.7268,NA,NA,30.7242,12.856896,116.27928,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"431",1977,7,5,"potato",8.78,1.95794,NA,NA,20.754164,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"432",1981,7,5,"potato",10.44,1.85832,NA,NA,19.51236,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"433",1984,7,5,"potato",13.67,3.1441,NA,NA,34.5851,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","PK(Na)Mg",0,35,90,0,0,0,0
"434",1989,7,5,"potato",6.42,1.56648,NA,NA,20.520888,4.6759428,44.24836056,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"435",1994,7,5,"potato",6.13,1.26278,NA,NA,14.3704364,3.0559276,29.5995632,NA,NA,NA,NA,NA,NA,"PKMg","PKMg",0,35,90,0,0,0,0
"436",1970,2,6,"potato",26.01,5.69619,NA,NA,59.809995,13.101237,158.8097772,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"437",1973,2,6,"potato",29.63,7.28898,NA,NA,63.414126,17.493552,182.2245,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"438",1976,2,6,"potato",25.55,5.5699,NA,NA,77.42161,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"439",1980,2,6,"potato",38.13,8.27421,NA,NA,75.295311,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"440",1983,2,6,"potato",12.99,2.96172,NA,NA,41.167908,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"441",1988,2,6,"potato",33.64,7.70356,NA,NA,87.050228,13.34256592,167.167252,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"442",1993,2,6,"potato",15.73,3.50779,NA,NA,42.3390253,7.6119043,79.6969888,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"443",1987,3,6,"potato",25.31,5.41634,NA,NA,58.496472,15.12242128,130.00840902,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"444",1992,3,6,"potato",25.08,5.61792,NA,NA,72.471168,12.218976,129.65035776,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"445",1969,4,6,"potato",29.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"446",1972,4,6,"potato",23.7,6.0198,NA,NA,64.41186,13.363956,145.317972,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"447",1975,4,6,"potato",6.37,1.43962,NA,NA,22.170148,3.6278424,38.581816,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"448",1978,4,6,"potato",21.53,5.21026,NA,NA,46.371314,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"449",1979,4,6,"potato",18.69,4.1118,NA,NA,43.99626,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"450",1982,4,6,"potato",32.74,7.43198,NA,NA,74.3198,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"451",1985,4,6,"potato",21.05,4.7152,NA,NA,74.02864,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"452",1990,4,6,"potato",13.71,3.08475,NA,NA,50.898375,5.2379055,75.51776475,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"453",1995,4,6,"potato",6.69,1.43166,NA,NA,22.8636102,3.4073508,29.7642114,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"454",1986,5,6,"potato",29.9,6.3986,NA,NA,62.70628,14.1920948,153.2848616,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"455",1991,5,6,"potato",23.3,5.1493,NA,NA,55.09751,12.3480214,125.2052295,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"456",1996,5,6,"potato",18.21,3.8241,NA,NA,53.116749,7.495236,86.386419,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"457",1968,7,6,"potato",20.73,4.47768,NA,NA,38.06028,13.1643792,100.7478,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"458",1971,7,6,"potato",20.25,4.698,NA,NA,57.7854,11.18124,127.12788,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"459",1974,7,6,"potato",50.12,11.5276,NA,NA,70.31836,29.049552,272.05136,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"460",1977,7,6,"potato",14.58,3.12012,NA,NA,37.129428,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"461",1981,7,6,"potato",13.88,2.54004,NA,NA,29.718468,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"462",1984,7,6,"potato",18.01,4.10628,NA,NA,52.560384,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PK(Na)Mg",48,35,90,0,0,0,0
"463",1989,7,6,"potato",12.32,2.8952,NA,NA,45.45464,7.1019256,78.7668112,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"464",1994,7,6,"potato",9.15,1.8117,NA,NA,23.91444,4.058208,43.190928,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"465",1970,2,7,"potato",34.46,7.47782,NA,NA,89.73384,14.8060836,201.3029144,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"466",1973,2,7,"potato",42.08,10.43584,NA,NA,107.489152,24.002432,250.46016,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"467",1976,2,7,"potato",30.59,6.36272,NA,NA,98.62216,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"468",1980,2,7,"potato",48.31,10.48327,NA,NA,97.494411,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"469",1983,2,7,"potato",15.43,3.45632,NA,NA,52.536064,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"470",1988,2,7,"potato",40.39,8.96658,NA,NA,118.358856,14.92038912,194.6644518,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"471",1993,2,7,"potato",19.52,4.4896,NA,NA,59.666784,8.9792,98.905888,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"472",1987,3,7,"potato",31.99,6.84586,NA,NA,76.673632,17.05988312,155.11349588,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"473",1992,3,7,"potato",31.33,6.64196,NA,NA,97.636812,14.5126826,162.70145216,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"474",1969,4,7,"potato",36.62,8.64232,NA,NA,117.535552,19.877336,213.7245736,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"475",1972,4,7,"potato",26.36,6.30004,NA,NA,78.7505,13.230084,153.5319748,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"476",1975,4,7,"potato",9.43,2.11232,NA,NA,36.9656,4.9850752,55.765248,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"477",1978,4,7,"potato",32.32,7.46592,NA,NA,83.618304,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"478",1979,4,7,"potato",25.74,5.4054,NA,NA,67.02696,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"479",1982,4,7,"potato",38.22,8.52306,NA,NA,110.79978,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"480",1985,4,7,"potato",19.68,4.29024,NA,NA,68.64384,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"481",1990,4,7,"potato",12.43,3.04535,NA,NA,47.202925,3.898048,64.7624131,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"482",1995,4,7,"potato",6.69,1.43835,NA,NA,24.8690715,3.16437,30.320418,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"483",1986,5,7,"potato",38.57,7.94542,NA,NA,97.728666,17.1223801,185.62090204,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"484",1991,5,7,"potato",29.2,6.3656,NA,NA,78.29688,14.2016536,143.8561944,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"485",1996,5,7,"potato",23.74,5.08036,NA,NA,73.3095948,9.398666,110.8534552,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"486",1968,7,7,"potato",31.08,6.58896,NA,NA,64.571808,17.6584128,148.910496,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"487",1971,7,7,"potato",35.41,8.32135,NA,NA,108.17755,18.30697,215.356538,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"488",1974,7,7,"potato",59.12,13.65672,NA,NA,111.985104,31.1373216,311.373216,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"489",1977,7,7,"potato",19.25,4.0425,NA,NA,54.1695,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"490",1981,7,7,"potato",16.97,3.13945,NA,NA,42.382575,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"491",1984,7,7,"potato",21.92,4.7128,NA,NA,72.10584,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PK(Na)Mg",96,35,90,0,0,0,0
"492",1989,7,7,"potato",16.83,3.58479,NA,NA,61.658388,6.67846377,95.71747779,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"493",1994,7,7,"potato",13.03,2.64509,NA,NA,39.2266847,4.232144,60.043543,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
