"","Year","section","plot","Crop","Yield.t.ha","Yield.tDM.ha","Straw.t.ha","Straw.tDM.ha","N.offtake.kg.ha","P.offtake.kg.ha","K.offtake.kg.ha","Grain.N.offtake.kg.ha","Grain.P.offtake.kg.ha","Grain.K.offtake.kg.ha","Straw.N.offtake.kg.ha","Straw.P.offtake.kg.ha","Straw.K.offtake.kg.ha","Trt","Treatment","N.rate.kg.ha","P.rate.kg.ha","K.rate.kg.ha","FYM.tFM.ha","FYMN.rate.kg.ha","FYMP.rate.kg.ha","FYMK.rate.kg.ha"
"344",2012,3,7,"maize",8.85,2.22135,NA,NA,17.9707215,2.310204,37.3408935,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"345",2017,3,7,"maize",10.92,2.86104,NA,NA,30.9564528,4.434612,32.9591808,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"346",2000,4,7,"maize",9.55,2.33975,NA,NA,17.1503675,3.36924,35.7747775,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"347",2005,4,7,"maize",13.17,3.80613,NA,NA,37.1097675,5.1002142,43.6943724,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"348",2010,4,7,"maize",9.67,3.06539,NA,NA,34.025829,4.7207006,41.6586501,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"349",2015,4,7,"maize",8.88,2.1312,NA,NA,27.300672,4.2624,24.18912,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"350",2001,5,7,"maize",11.8,2.9854,NA,NA,36.809982,7.254522,44.004796,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"351",2006,5,7,"maize",9.98,3.76246,NA,NA,28.2560746,5.267444,55.308162,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"352",2011,5,7,"maize",7.9,1.5879,NA,NA,22.54818,3.668049,24.406023,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"353",2016,5,7,"maize",4.95,1.584,NA,NA,12.1968,2.04336,17.85168,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"354",1999,7,7,"maize",11.62,2.76556,NA,NA,18.4186296,5.4758088,43.695848,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"355",2004,7,7,"maize",11.97,3.32766,NA,NA,27.0871524,6.0563412,58.5335394,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"356",2009,7,7,"maize",8.51,1.79561,NA,NA,22.983808,3.1423175,27.9217355,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"357",2014,7,7,"maize",9.87,3.50385,NA,NA,44.14851,6.026622,35.669193,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
