"","Year","section","plot","Crop","Yield.t.ha","Yield.tDM.ha","Straw.t.ha","Straw.tDM.ha","N.offtake.kg.ha","P.offtake.kg.ha","K.offtake.kg.ha","Grain.N.offtake.kg.ha","Grain.P.offtake.kg.ha","Grain.K.offtake.kg.ha","Straw.N.offtake.kg.ha","Straw.P.offtake.kg.ha","Straw.K.offtake.kg.ha","Trt","Treatment","N.rate.kg.ha","P.rate.kg.ha","K.rate.kg.ha","FYM.tFM.ha","FYMN.rate.kg.ha","FYMP.rate.kg.ha","FYMK.rate.kg.ha"
"133",2010,5,14,"oats",4.47,3.8779485,2.04,1.3275504,48.335240076,12.451691613,40.378610685,45.7597923,11.827742925,17.411988765,2.575447776,0.623948688,22.96662192,"N4PKMg","N4 PK*(Mg*)",192,35,90,0,0,0,0
"134",2015,5,14,"oats",4.75,4.082625,1.78,1.527151,62.68595663,14.02650513,26.35866868,57.52418625,13.0644,14.24836125,5.16177038,0.96210513,12.11030743,"N4PKMg","N4 PK*(Mg*)",192,35,90,0,0,0,0
"135",1998,7,14,"oats",1.66,1.414071,0.71,0.4723488,21.874495608,6.281272116,15.647762898,20.19293388,4.9492485,7.28246565,1.681561728,1.332023616,8.365297248,"N4PKMg","N2 PKMg*",96,35,90,0,0,0,0
"136",2003,7,14,"oats",3.48,3.0940332,1,0.9229,38.321661736,11.02246156,26.171692744,37.066517736,10.21030956,13.675626744,1.255144,0.812152,12.496066,"N4PKMg","N4 PK*(Mg*)",192,35,90,0,0,0,0
"137",2008,7,14,"oats",1.82,1.5053402,0.29,0.1921975,23.61660543,4.74888956,7.94531984,23.18223908,4.59128761,5.56975874,0.43436635,0.15760195,2.3755611,"N4PKMg","N4 PK*(Mg*)",192,35,90,0,0,0,0
"138",2013,7,14,"oats",1.59,1.2917319,0.33,0.2817276,22.903382865,4.505690913,7.094385729,21.739847877,4.223963313,5.722372317,1.163534988,0.2817276,1.372013412,"N4PKMg","N4 PK*(Mg*)",192,35,90,0,0,0,0
"162",1997,2,16,"oats",6.71,5.8762825,3.62,2.5617292,103.167675436,21.80425337,73.394952725,91.4349557,19.62678355,29.205124025,11.732719736,2.17746982,44.1898287,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"163",2002,2,16,"oats",5.75,4.94868,3.36,2.3851968,52.165593216,14.827103232,49.957870464,47.7052752,13.6583568,20.1906144,4.460318016,1.168746432,29.767256064,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"164",2007,2,16,"oats",5.87,5.1739941,2.93,2.5384641,72.141745833,16.447624791,64.743329337,66.22712448,14.797623126,19.609437639,5.914621353,1.650001665,45.133891698,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"165",2012,2,16,"oats",6.24,5.4171312,4.37,3.1410249,88.138998129,20.90056605,93.1705437,77.302462224,17.822361648,26.706456816,10.836535905,3.078204402,66.464086884,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"166",2017,2,16,"oats",5.72,4.9690784,3.26,2.8688,63.211939648,13.308444512,33.5918088,55.753059648,12.074860512,16.1495048,7.45888,1.233584,17.442304,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"167",1996,3,16,"oats",7.78,6.9779598,3.56,2.2055268,106.223100876,20.578126326,99.495416544,101.87821308,20.026744626,36.704068548,4.344887796,0.5513817,62.791347996,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"168",2001,3,16,"oats",3.56,3.0588232,1.52,1.0199504,54.978475728,12.194895704,33.542036096,51.327053296,11.042351752,12.296469264,3.651422432,1.152543952,21.245566832,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"169",2006,3,16,"oats",6.31,5.7335184,2.6,2.02709,67.99156012,17.198266076,64.036834984,64.78875792,16.569868176,28.724927184,3.2028022,0.6283979,35.3119078,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"170",2011,3,16,"oats",8.12,7.1538824,3.31,2.7980092,112.750520176,18.214112728,68.676359668,97.865111232,17.598550704,27.685524888,14.885408944,0.615562024,40.99083478,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"171",2016,3,16,"oats",3.24,2.8453356,1.67,1.1951522,38.03786478,9.97759065,31.943495164,35.026081236,8.507553444,13.060090404,3.011783544,1.470037206,18.88340476,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"172",1999,4,16,"oats",1.43,1.1939499,0.54,0.4376538,19.286706204,4.694066019,12.600204138,18.052522488,4.190764149,7.330852386,1.234183716,0.50330187,5.269351752,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"173",2004,4,16,"oats",6.12,5.2359048,2.65,2.4173565,70.509313035,16.537741503,33.624031812,64.92521952,15.498278208,16.702536312,5.584093515,1.039463295,16.9214955,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"174",2009,4,16,"oats",6.07,5.2090312,2.25,1.5710625,74.377714945,15.666814543,36.705580125,70.84282432,15.054100168,19.533867,3.534890625,0.612714375,17.171713125,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"175",2014,4,16,"oats",5.13,4.5664695,3.31,2.5280125,62.51681652,15.821252845,65.975729765,58.72479777,14.658367095,22.92367689,3.79201875,1.16288575,43.052052875,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"176",2018,4,16,"oats",5.27,4.6577314,1.83,0.8359623,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N5PKMg","N5 (P)KMg",120,0,90,0,0,0,0
"177",2000,5,16,"oats",4.7,4.095768,4.09,3.3515096,59.575498512,15.3965776,68.755369536,54.14605296,13.7208228,21.2979936,5.429445552,1.6757548,47.457375936,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"178",2005,5,16,"oats",7.5,6.64035,2.41,2.2349858,93.323023192,19.483097876,62.194180466,88.316655,18.991401,25.8309615,5.006368192,0.491696876,36.363218966,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"179",2010,5,16,"oats",7.34,6.3864606,4.03,3.1681845,81.791649615,19.920246996,110.272489197,75.36023508,19.223246406,30.782740092,6.431414535,0.69700059,79.489749105,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"180",2015,5,16,"oats",5.27,4.5059554,2.38,1.9816832,78.29418136,14.279870868,34.101179206,71.734809968,13.427747092,15.275188806,6.559371392,0.852123776,18.8259904,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"181",1998,7,16,"oats",5.14,4.3358984,4.65,3.0570495,55.699967966,16.636206464,77.15653606,48.301908176,13.701438944,21.02910724,7.39805979,2.93476752,56.12742882,"N5PKMg","N5 PKMg",240,35,90,0,0,0,0
"182",2003,7,16,"oats",5.82,5.187366,2,1.83914,65.19620524,16.03697386,55.5153717,62.45588664,15.61397166,24.1212519,2.7403186,0.4230022,31.3941198,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"183",2008,7,16,"oats",4.91,4.1173787,1.58,1.0197162,62.428484794,12.554153645,33.023543664,60.11372902,12.146267165,15.810734208,2.314755774,0.40788648,17.212809456,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"184",2013,7,16,"oats",2.98,2.4466098,0.95,0.820971,48.330430392,8.59841862,15.28618785,45.604806672,8.19614283,11.13207459,2.72562372,0.40227579,4.15411326,"N5PKMg","N5 (P)KMg",240,0,90,0,0,0,0
"277",1997,2,22,"oats",7.24,6.2691884,5.12,3.5613696,114.052134916,28.677562936,120.964717776,98.488949764,22.694462008,33.85361736,15.563185152,5.983100928,87.111100416,"FYM","FYM",0,0,0,35,322,37.78264,374.262
"278",2002,2,22,"oats",8.29,7.0948307,5.82,3.9697056,92.977712011,27.773703634,107.268368571,84.641330251,23.129148082,31.288203387,8.33638176,4.644555552,75.980165184,"FYM","FYM",0,0,0,35,211.75,48.46688,399.2912
"279",2007,2,22,"oats",7.21,6.2872642,4.18,3.6674066,90.986636808,23.189292984,118.212073818,78.5908025,17.981575612,24.143094528,12.395834308,5.207717372,94.06897929,"FYM","FYM",0,0,0,35,229.6,39.95733146769,221.819753313112
"280",2012,2,22,"oats",6.45,5.6327205,3.41,2.5575,93.80621778,25.44456585,96.99390393,85.39204278,20.84106585,30.75465393,8.414175,4.6035,66.23925,"FYM","FYM",0,0,0,35,282.625,50.692678257375,327.475465288125
"281",2017,2,22,"oats",8.68,7.6311956,7.45,6.0351705,136.578563257,28.56264096,78.397641661,120.343954612,25.18294548,31.745773696,16.234608645,3.37969548,46.651867965,"FYM","FYM",0,0,0,35,292.98395,90.276128339775,308.971354923962
"282",1996,3,22,"oats",7.49,6.7011532,2.98,1.7023846,93.476621238,22.211931014,93.428432776,90.599591264,21.309667176,37.794504048,2.877029974,0.902263838,55.633928728,"FYM","FYM",0,0,0,35,287,66.4664,397.8688
"283",2001,3,22,"oats",3.62,3.1154082,1.62,1.011366,52.342878786,14.521923468,43.904745534,49.005370986,11.963167488,13.614333834,3.3375078,2.55875598,30.2904117,"FYM","FYM",0,0,0,35,227.5,59.08126,351.869
"284",2006,3,22,"oats",8,7.28808,4.02,3.0224772,100.615472712,25.194085128,119.52098718,96.202656,22.957452,37.4607312,4.412816712,2.236633128,82.06025598,"FYM","FYM",0,0,0,35,204.4,59.4342,288.7605
"285",2011,3,22,"oats",7.24,6.388214,2.29,1.5902447,87.201678299,20.724715918,55.67781001,84.06889624,19.54793484,26.89438094,3.132782059,1.176781078,28.78342907,"FYM","FYM",0,0,0,35,195.125,44.8957795167,149.311696905
"286",2016,3,22,"oats",5.23,4.5500477,3.42,2.3542254,70.084223118,19.1680983,72.554996169,62.244652536,14.742154548,21.703727529,7.839570582,4.425943752,50.85126864,"FYM","FYM",0,0,0,35,288.33,64.36509763068,345.3478787682
"287",1999,4,22,"oats",3.33,2.8600704,1.47,1.2118533,42.623157204,11.062115742,37.815786957,38.696752512,9.43823232,18.704860416,3.926404692,1.623883422,19.110926541,"FYM","FYM",0,0,0,35,294,44.19856,361.1748
"288",2004,4,22,"oats",6.69,5.7115206,3.11,2.8379061,81.92282679,20.520240075,42.545248083,75.96322398,18.505326744,18.962248392,5.95960281,2.014913331,23.582999691,"FYM","FYM",0,0,0,35,211.75,69.89976,377.3196
"289",2009,4,22,"oats",5.96,4.9884604,3.25,2.0274475,71.139315255,17.669335514,51.023956302,65.84767728,15.763534864,19.355226352,5.291637975,1.90580065,31.66872995,"FYM","FYM",0,0,0,35,241.15,55.37633293794,227.811308164387
"290",2014,4,22,"oats",5.09,4.5264352,2.29,1.8176417,57.851298673,16.565262315,66.512597298,54.634072864,14.620385696,24.306957024,3.217225809,1.944876619,42.205640274,"FYM","FYM",0,0,0,35,273.84,57.6115988471625,256.289022556875
"291",2018,4,22,"oats",3.63,3.1306572,1.52,0.7834232,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FYM","FYM",0,0,0,35,0,0,0
"292",2000,5,22,"oats",6.1,5.309745,5.49,4.5334773,83.98745655,25.310420547,150.077588862,74.92050195,19.0088871,30.21244905,9.0669546,6.301533447,119.865139812,"FYM","FYM",0,0,0,35,295.75,40.89792,308.238
"293",2005,5,22,"oats",6.6,5.806944,1.89,1.6800021,74.331814833,19.535075154,57.234667122,71.4254112,18.2918736,24.27302592,2.906403633,1.243201554,32.961641202,"FYM","FYM",0,0,0,35,158.2,30.3555,255.535
"294",2010,5,22,"oats",6.88,5.9529888,3.84,2.5740672,76.378074624,20.08397616,103.975228032,71.4358656,18.513795168,28.812465792,4.942209024,1.570180992,75.16276224,"FYM","FYM",0,0,0,35,260.75,45.4122975098625,260.897734776262
"295",2015,5,22,"oats",7.82,6.708387,3.98,3.2432224,115.148281876,25.14585535,72.100055016,102.36998562,22.87559967,26.56521252,12.778296256,2.27025568,45.534842496,"FYM","FYM",0,0,0,35,257.7225,45.1151179658812,317.507305891563
"296",1998,7,22,"oats",5.67,4.8845349,3.92,2.7195392,82.366629562,21.207921777,103.498138303,71.216518842,17.047026801,25.936880319,11.15011072,4.160894976,77.561257984,"FYM","FYM",0,0,0,35,283.5,37.49088,328.0452
"297",2003,7,22,"oats",7.02,6.2459748,2.75,2.5202375,75.993695178,21.662531108,85.6176528,72.515767428,20.049579108,29.6683803,3.47792775,1.612952,55.9492725,"FYM","FYM",0,0,0,35,228.997137275065,49.54292,306.1814
"298",2008,7,22,"oats",4.8,4.027344,2.79,1.6874199,55.915927989,13.295396589,59.060951583,52.355472,11.75984448,14.9011728,3.560455989,1.535552109,44.159778783,"FYM","FYM",0,0,0,35,190.4,35.2940090177325,339.07588163015
"299",2013,7,22,"oats",6.34,5.4871432,2.91,2.5068195,106.330258493,20.063447857,54.256735578,99.536777648,18.985515472,26.832130248,6.793480845,1.077932385,27.42460533,"FYM","FYM",0,0,0,35,312.48,71.6613098194525,296.672664215725
"300",1997,2,3,"oats",1.32,1.1453904,0.43,0.364167,18.691983684,4.273529346,8.761686264,17.650466064,3.825603936,5.280249744,1.04151762,0.44792541,3.48143652,"Control","Nil",0,0,0,0,0,0,0
"301",2002,2,3,"oats",2.22,1.8969234,0.92,0.7332032,22.27424536,5.676708812,13.755813496,21.093788208,5.273447052,7.20830892,1.180457152,0.40326176,6.547504576,"Control","Nil",0,0,0,0,0,0,0
"302",2007,2,3,"oats",1.93,1.6659181,0.65,0.5663645,23.07753876,4.910429693,12.472533992,21.99011892,4.547956413,6.197215332,1.08741984,0.36247328,6.27531866,"Control","Nil",0,0,0,0,0,0,0
"303",2012,2,3,"oats",1.74,1.519629,0.4,0.337704,21.82527444,4.59434943,12.42057528,20.84930988,4.42212039,6.92950824,0.97596456,0.17222904,5.49106704,"Control","Nil",0,0,0,0,0,0,0
"304",2017,2,3,"oats",2.53,2.2075768,1.36,1.2063064,33.59890612,6.091817992,10.862777848,30.486635608,5.585169304,6.688957704,3.112270512,0.506648688,4.173820144,"Control","Nil",0,0,0,0,0,0,0
"305",1996,3,3,"oats",2.05,1.8283745,0.59,0.3932055,24.3193562,5.471364415,15.105423405,23.7688685,5.30228605,9.160156245,0.5504877,0.169078365,5.94526716,"Control","Nil",0,0,0,0,0,0,0
"306",2001,3,3,"oats",1.64,1.4098916,0.58,0.4403186,20.570466534,4.92915364,10.615707106,19.3860095,4.638543364,5.089708676,1.184457034,0.290610276,5.52599843,"Control","Nil",0,0,0,0,0,0,0
"307",2006,3,3,"oats",1.95,1.756716,0.35,0.299999,21.8519338,5.44541629,12.23103076,21.4319352,5.34041664,8.64304272,0.4199986,0.10499965,3.58798804,"Control","Nil",0,0,0,0,0,0,0
"308",2011,3,3,"oats",1.82,1.607151,0.45,0.378909,21.94385727,4.47571494,8.37773814,21.18225018,4.3393077,5.65717152,0.76160709,0.13640724,2.72056662,"Control","Nil",0,0,0,0,0,0,0
"309",2016,3,3,"oats",1.17,1.0190817,0.54,0.4351104,16.081098066,3.422623113,8.419646376,14.532105042,3.026672649,4.320906408,1.548993024,0.395950464,4.098739968,"Control","Nil",0,0,0,0,0,0,0
"310",1999,4,3,"oats",1.06,0.8939616,0.33,0.2775465,14.515707087,3.129897225,8.506566894,13.918982112,2.86067712,6.025301184,0.596724975,0.269220105,2.48126571,"Control","Nil",0,0,0,0,0,0,0
"311",2004,4,3,"oats",1.75,1.4930475,0.29,0.2657473,17.507059059,4.505859715,5.063543429,17.0207415,4.3596987,4.404490125,0.486317559,0.146161015,0.659053304,"Control","Nil",0,0,0,0,0,0,0
"312",2009,4,3,"oats",1.73,1.4400001,0.48,0.420768,21.31993007,5.054668158,8.906121018,20.59200143,4.579200318,5.443200378,0.72792864,0.47546784,3.46292064,"Control","Nil",0,0,0,0,0,0,0
"313",2014,4,3,"oats",1.44,1.2290112,0.38,0.3023356,16.875009296,4.086240244,10.353887892,16.16149728,3.883675392,6.353987904,0.713512016,0.202564852,3.999899988,"Control","Nil",0,0,0,0,0,0,0
"314",2018,4,3,"oats",0.89,0.7867689,0.24,0.1746624,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Nil",0,0,0,0,0,0,0
"315",2000,5,3,"oats",1.67,1.4469548,0.78,0.638001,20.777198426,5.57461972,16.573980094,19.635176636,4.84729858,7.495225864,1.14202179,0.72732114,9.07875423,"Control","Nil",0,0,0,0,0,0,0
"316",2005,5,3,"oats",1.57,1.3602794,0.24,0.2169312,18.110986664,4.284523358,6.85614774,17.6836322,4.176057758,5.30508966,0.427354464,0.1084656,1.55105808,"Control","Nil",0,0,0,0,0,0,0
"317",2010,5,3,"oats",2.17,1.8745762,0.73,0.5214317,23.600607396,5.520949149,16.339377271,22.30745678,5.286304884,8.491830186,1.293150616,0.234644265,7.847547085,"Control","Nil",0,0,0,0,0,0,0
"318",2015,5,3,"oats",2.2,1.841686,1.09,0.9032176,29.332324676,5.297710536,11.097558084,26.20719178,4.9725522,5.50664114,3.125132896,0.325158336,5.590916944,"Control","Nil",0,0,0,0,0,0,0
"319",1998,7,3,"oats",1.42,1.218928,0.52,0.3716388,17.392945928,4.606975432,11.438513832,16.55304224,4.03465168,5.96055792,0.839903688,0.572323752,5.477955912,"Control","Nil",0,0,0,0,0,0,0
"320",2003,7,3,"oats",1.9,1.681728,0.52,0.4820608,19.404404736,5.646772736,11.561814272,18.76808448,5.34789504,7.51732416,0.636320256,0.298877696,4.044490112,"Control","Nil",0,0,0,0,0,0,0
"321",2008,7,3,"oats",1.87,1.5750075,0.36,0.2495592,20.126817942,4.108606029,8.333375325,19.68759375,4.016269125,5.276275125,0.439224192,0.092336904,3.0571002,"Control","Nil",0,0,0,0,0,0,0
"322",2013,7,3,"oats",2.14,1.8612008,0.47,0.4065782,30.00347352,5.480514862,9.640230598,28.978896456,5.378870312,7.798431352,1.024577064,0.10164455,1.841799246,"Control","Nil",0,0,0,0,0,0,0
"323",1997,2,5,"oats",1.8,1.564686,0.74,0.6160204,23.966190784,6.781008596,15.931984368,22.2967755,5.58592902,7.54178652,1.669415284,1.195079576,8.390197848,"PKMg","PKMg",0,35,90,0,0,0,0
"324",2002,2,5,"oats",2.64,2.2514976,1.12,0.8349712,23.664539792,7.340012336,19.43552792,22.019646528,6.596887968,9.073535328,1.644893264,0.743124368,10.361992592,"PKMg","(P)KMg",0,0,90,0,0,0,0
"325",2007,2,5,"oats",2.52,2.1843612,0.85,0.728569,29.85369902,6.990467244,18.580788814,28.61513172,6.159898584,8.125823664,1.2385673,0.83056866,10.45496515,"PKMg","(P)KMg",0,0,90,0,0,0,0
"326",2012,2,5,"oats",1.97,1.7154169,0.48,0.3938448,23.792917568,5.888255022,16.721881926,22.780736432,5.455025742,8.336926134,1.012181136,0.43322928,8.384955792,"PKMg","(P)KMg",0,0,90,0,0,0,0
"327",2017,2,5,"oats",3.08,2.6863452,1.71,1.5083226,36.196424838,8.23684473,18.31452354,32.289869304,7.226268588,9.294754392,3.906555534,1.010576142,9.019769148,"PKMg","(P)KMg",0,0,90,0,0,0,0
"328",1996,3,5,"oats",2.27,2.0136262,0.69,0.4337616,25.885398464,6.531627512,18.357595642,25.291145072,6.201968696,10.289629882,0.594253392,0.329658816,8.06796576,"PKMg","PKMg",0,35,90,0,0,0,0
"329",2001,3,5,"oats",1.83,1.571238,0.84,0.5979204,23.515081812,6.62578434,17.866398636,21.79307106,5.60931966,6.03355392,1.722010752,1.01646468,11.832844716,"PKMg","PKMg",0,35,90,0,0,0,0
"330",2006,3,5,"oats",2.16,1.9572624,0.35,0.2962925,23.898995375,6.586825728,14.472751284,23.4871488,6.302384928,10.099473984,0.411846575,0.2844408,4.3732773,"PKMg","(P)KMg",0,0,90,0,0,0,0
"331",2011,3,5,"oats",2,1.7623,0.61,0.4849683,22.759888234,5.756841738,12.623873332,21.799651,5.339769,6.784855,0.960237234,0.417072738,5.839018332,"PKMg","(P)KMg",0,0,90,0,0,0,0
"332",2016,3,5,"oats",1.62,1.4215338,0.67,0.541494,20.867281326,5.284648566,13.605534252,18.863753526,4.364108766,6.311610072,2.0035278,0.9205398,7.29392418,"PKMg","(P)KMg",0,0,90,0,0,0,0
"333",1999,4,5,"oats",1.16,0.9754208,0.44,0.3590356,14.758193184,3.63991446,10.834093284,13.724170656,3.140854976,6.076871584,1.034022528,0.499059484,4.7572217,"PKMg","PKMg",0,35,90,0,0,0,0
"334",2004,4,5,"oats",2.37,2.0188845,0.34,0.3144864,22.7580807,6.423591504,7.108974891,22.2077295,6.13740888,6.278730795,0.5503512,0.286182624,0.830244096,"PKMg","(P)KMg",0,0,90,0,0,0,0
"335",2009,4,5,"oats",1.94,1.6452752,0.52,0.47268,25.09781784,5.30833232,8.98504664,24.18554544,5.10035312,6.08751824,0.9122724,0.2079792,2.8975284,"PKMg","(P)KMg",0,0,90,0,0,0,0
"336",2014,4,5,"oats",2,1.73684,0.63,0.4992561,24.962122766,6.308107232,18.703071485,23.9336552,5.7489404,9.292094,1.028467566,0.559166832,9.410977485,"PKMg","(P)KMg",0,0,90,0,0,0,0
"337",2018,4,5,"oats",1.03,0.8747481,0.34,0.2234106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKMg","(P)KMg",0,0,90,0,0,0,0
"338",2000,5,5,"oats",1.56,1.3503204,0.58,0.48488,20.036225704,5.604063036,14.70106374,19.255568904,4.847650236,7.22421414,0.7806568,0.7564128,7.4768496,"PKMg","PKMg",0,35,90,0,0,0,0
"339",2005,5,5,"oats",1.34,1.1584032,0.11,0.0988713,16.399567992,3.775672485,5.282889201,16.2176448,3.683722176,4.483020384,0.181923192,0.091950309,0.799868817,"PKMg","(P)KMg",0,0,90,0,0,0,0
"340",2010,5,5,"oats",1.76,1.5282608,0.35,0.269731,20.73770094,4.982168884,11.814094138,20.02021648,4.707043264,7.274521408,0.71748446,0.27512562,4.53957273,"PKMg","(P)KMg",0,0,90,0,0,0,0
"341",2015,5,5,"oats",2.38,1.98135,1.22,0.9306892,32.782326584,6.812608432,15.885010372,27.8775945,5.6864745,5.9638635,4.904732084,1.126133932,9.921146872,"PKMg","(P)KMg",0,0,90,0,0,0,0
"342",1998,7,5,"oats",1.86,1.601553,0.85,0.553146,22.91937909,7.10504001,19.17025128,21.50885679,5.58941997,8.007765,1.4105223,1.51562004,11.16248628,"PKMg","PKMg",0,35,90,0,0,0,0
"343",2003,7,5,"oats",2.56,2.2781696,0.58,0.5384662,28.416216286,8.36501277,17.644497294,27.656978944,7.74577664,10.639052032,0.759237342,0.61923613,7.005445262,"PKMg","(P)KMg",0,0,90,0,0,0,0
"344",2008,7,5,"oats",2.43,2.0395233,0.42,0.2824584,28.891693998,5.769399222,11.44457586,28.34937387,5.50671291,7.097541084,0.542320128,0.262686312,4.347034776,"PKMg","(P)KMg",0,0,90,0,0,0,0
"345",2013,7,5,"oats",2.38,2.0641502,0.43,0.3634704,34.55297888,7.160492706,13.339800524,33.0264032,6.749771154,9.123543884,1.52657568,0.410721552,4.21625664,"PKMg","(P)KMg",0,0,90,0,0,0,0
"346",1997,2,6,"oats",1.81,1.5669351,0.65,0.5257915,25.501094654,6.818634926,14.536913,23.645050659,5.656635711,7.286248215,1.856043995,1.161999215,7.250664785,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"347",2002,2,6,"oats",3.48,2.996802,1.46,1.0872036,29.683520208,9.51170436,25.542827856,28.0200987,8.75066184,12.37679226,1.663421508,0.76104252,13.166035596,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"348",2007,2,6,"oats",2.96,2.5907992,1.14,0.9444786,34.075606694,8.196550672,24.366786452,32.38499,7.176513784,9.689589008,1.690616694,1.020036888,14.677197444,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"349",2012,2,6,"oats",2.37,2.063322,0.66,0.5289768,29.32753716,7.632063,20.817788688,27.97864632,6.89149548,9.86267916,1.34889084,0.74056752,10.955109528,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"350",2017,2,6,"oats",3.28,2.8370032,1.79,1.5743229,37.58545943,8.824907586,18.710794358,33.3347876,7.65990864,9.674180912,4.25067183,1.164998946,9.036613446,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"351",1996,3,6,"oats",2.36,2.1018396,0.73,0.4463804,27.60176286,7.130230328,19.67247216,26.945583672,6.683849928,10.740400356,0.656179188,0.4463804,8.932071804,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"352",2001,3,6,"oats",2.46,2.1184536,1.12,0.8138032,33.701903232,8.51968104,24.38496108,31.480220496,7.372218528,8.198415432,2.221682736,1.147462512,16.186545648,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"353",2006,3,6,"oats",2.47,2.2426612,0.4,0.328952,27.15806964,7.206742816,16.843432268,26.68766828,6.907396496,11.639411628,0.47040136,0.29934632,5.20402064,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"354",2011,3,6,"oats",2.4,2.117856,0.62,0.5009476,28.513985296,6.629536032,13.35993172,27.532128,6.26885376,7.89960288,0.981857296,0.360682272,5.46032884,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"355",2016,3,6,"oats",1.9,1.670917,0.92,0.6957132,24.104175582,6.494800914,17.444158958,21.90572187,5.26338855,7.50241733,2.198453712,1.231412364,9.941741628,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"356",1999,4,6,"oats",1.54,1.3298978,0.51,0.420546,19.35111171,4.899681066,12.657223516,18.55207431,4.348765806,8.005984756,0.7990374,0.55091526,4.65123876,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"357",2004,4,6,"oats",3.06,2.6258166,0.71,0.6524332,29.53319904,8.379823364,9.84223876,28.35881928,7.8774498,8.034998796,1.17437976,0.502373564,1.807239964,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"358",2009,4,6,"oats",2.25,1.90359,0.46,0.4072564,29.129133032,6.719030072,10.099124724,28.363491,6.3199188,7.0813548,0.765642032,0.399111272,3.017769924,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"359",2014,4,6,"oats",2.18,1.8845446,0.62,0.4908602,25.264472052,6.495107156,18.600141174,24.272934448,5.955160936,9.931550042,0.991537604,0.53994622,8.668591132,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"360",2018,4,6,"oats",1.97,1.5514341,0.73,0.4456723,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N1PKMg","N1 (P)KMg",24,0,90,0,0,0,0
"361",2000,5,6,"oats",1.95,1.697592,0.84,0.6955704,23.489170824,6.622888728,20.101605696,22.5779736,5.66995728,9.01421352,0.911197224,0.952931448,11.087392176,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"362",2005,5,6,"oats",1.8,1.559358,0.29,0.2634128,21.541280808,5.164853988,8.4764408,21.051333,4.9119777,6.237432,0.489947808,0.252876288,2.2390088,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"363",2010,5,6,"oats",2.11,1.8304883,0.7,0.493773,25.7926021,6.093021542,17.376195183,24.52854322,5.564684432,8.621599893,1.26405888,0.52833711,8.75459529,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"364",2015,5,6,"oats",2.76,2.3336076,1.1,0.891671,37.001015102,7.941254554,15.774503986,33.300580452,7.094167104,7.490880396,3.70043465,0.84708745,8.28362359,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"365",1998,7,6,"oats",1.66,1.4161792,0.69,0.4698762,21.174005398,6.295970888,16.539569412,19.599920128,4.999112576,7.095057792,1.57408527,1.296858312,9.44451162,"N1PKMg","N1 PKMg",48,35,90,0,0,0,0
"366",2003,7,6,"oats",2.49,2.204646,0.65,0.6026345,25.084650115,8.305235135,18.02353003,24.29519892,7.53988932,10.27365036,0.789451195,0.765345815,7.74987967,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
