"","time","P_labile","P_stable","P_labile_placed","P_labile_FYM","K_labile","K_stable","K_labile_FYM","N_up","P_up","K_up","PIN","POUT","KIN","KOUT","P_up_labile","P_up_labile_placed","P_up_labile_FYM"
"1",1961,944.937117281257,4594.87616255001,0,0,716.819117811793,9112.97545171374,0,0,0,0,0,0,0,0,9.1826868611107,0,0
"2",1961,944.937117281257,4594.87616255001,0,0,716.819117811793,9112.97545171374,0,0,0,0,0,0,0,0,9.1826868611107,0,0
"3",1961,944.937117281257,4594.87616255001,0,0,716.819117811793,9112.97545171374,0,0,0,0,0,0,0,0,9.1826868611107,0,0
"4",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"5",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"6",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"7",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"8",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"9",1961.16438356164,944.989801461571,4593.31395865714,0,0,712.599220650901,9103.30830653127,0,10.2591763949195,1.50951971256346,13.8870423433661,0,1.50951971256346,0,13.8870423433661,9.1831224113249,0,0
"10",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"11",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"12",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"13",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"14",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"15",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"16",1961.20273972603,945.000674632029,4592.95085441479,0,0,711.650123629848,9101.02662828796,0,12.6529940836892,1.86175078445347,17.1178176077193,0,1.86175078445347,0,17.1178176077193,9.18321230041437,0,0
"17",1962,945.112489177498,4585.51714443933,0,0,694.548378359563,9051.70670911227,0,62.4107279349232,9.18364621443937,83.5394820536935,0,9.18364621443937,0,83.5394820536935,12.6859456315977,0,0
"18",1962,945.112489177498,4585.51714443933,0,0,694.548378359563,9051.70670911227,0,0,0,0,0,9.18364621443937,0,83.5394820536935,12.6859456315977,0,0
"19",1962,945.112489177498,4585.51714443933,0,0,694.548378359563,9051.70670911227,0,0,0,0,0,9.18364621443937,0,83.5394820536935,12.6859456315977,0,0
"20",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"21",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"22",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"23",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"24",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"25",1962.16438356164,944.541878398088,4584.0026450625,0,0,697.757579690721,9041.33499955411,0,7.97265630118717,2.08511015624339,7.16250822700528,0,11.2687563706828,0,90.7019902806988,12.6828994430788,0,0
"26",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"27",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"28",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"29",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"30",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"31",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"32",1962.20273972603,944.409657834139,4583.64841179909,0,0,698.471192512675,9038.94853567709,0,9.83294277147179,2.571563983596,8.8353592820729,0,11.7552101980354,0,92.3748413357664,12.6821927228386,0,0
"33",1963,941.735687955461,4576.2171406959,0,0,710.65264648575,8991.88179656387,0,48.5003325843418,12.6768049654692,43.7206444222141,0,21.8604511799086,0,127.260126475908,12.7119900646089,0,0
"34",1963,941.735687955461,4576.2171406959,0,0,710.65264648575,8991.88179656387,0,0,0,0,0,21.8604511799086,0,127.260126475908,12.7119900646089,0,0
"35",1963,941.735687955461,4576.2171406959,0,0,710.65264648575,8991.88179656387,0,0,0,0,0,21.8604511799086,0,127.260126475908,12.7119900646089,0,0
"36",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"37",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"38",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"39",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"40",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"41",1963.16438356164,941.193948795704,4574.66967984236,0,0,711.436900689325,8982.67241783913,0,8.10059545196648,2.08920001330099,8.4251245211579,0,23.9496511932096,0,135.685250997066,12.7066197030304,0,0
"42",1963.20273972603,941.068390506081,4574.30788479979,0,0,711.605640811616,8980.53694033768,0,9.9907030897657,2.57655334549077,10.3918619003195,0,24.4370045253994,0,137.651988376227,12.7053746470184,0,0
"43",1963.20273972603,941.068390506081,4574.30788479979,0,0,711.605640811616,8980.53694033768,0,9.9907030897657,2.57655334549077,10.3918619003195,0,24.4370045253994,0,137.651988376227,12.7053746470184,0,0
