"","Dataset","Season","Crop","Treatment","Measured_N_Uptake.kg.ha","Measured_P_Uptake.kg.ha","Measured_K_Uptake.kg.ha","Predicted_N_Uptake.kg.ha","Predicted_P_Uptake.kg.ha","Predicted_K_Uptake.kg.ha","cols","pchs"
"655","Siaya","LR2018","maize","NPK",46.4314093177109,6.8597135252056,19.1549040536058,46.4315316671162,4.95309882638075,12.6693582358036,"cyan",1
"656","Siaya","LR2018","maize","NPK",48.6831425738079,6.11224486913367,25.6459319634295,48.6830423646657,5.39653257862845,14.7366401556965,"cyan",1
"657","Siaya","LR2018","maize","NPK",101.982500177069,13.216267904746,55.8960197014302,101.982018331323,8.57529029690785,31.8201912061854,"cyan",1
"658","Siaya","LR2018","maize","NPK",47.7238644485145,6.38755812453277,22.9649060208744,NA,NA,NA,"cyan",1
"659","Siaya","LR2018","maize","NPK",93.4742350765895,15.5257987592312,62.6629864445058,93.473925858004,11.0996049890385,40.5449752926888,"cyan",1
"660","Siaya","LR2018","maize","NPK",99.0061513275837,18.3168549039985,70.9759888898797,99.0060850372251,12.2749523940304,61.7900425136398,"cyan",1
"661","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"662","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"663","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"664","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"665","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"666","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"667","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"668","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"669","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"670","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"671","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"672","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"673","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"674","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"675","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"676","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"677","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"678","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"679","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"680","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"681","Siaya","LR2016","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"682","Siaya","LR2018","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"683","Siaya","LR2018","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"684","Siaya","LR2018","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"685","Siaya","LR2018","maize","PK",3.46100735170424,1.29124060574502,-3.13787847106877,3.46101435193264,7.51555208347358e-07,2.07316510989603e-06,"cyan",1
"686","Siaya","LR2018","maize","PK",5.71274060780123,0.543771949673082,3.35314943875491,5.7127623498302,0.685100655512404,3.60367783652406,"cyan",1
"687","Siaya","LR2018","maize","PK",59.0120982110621,7.64779498528543,33.6032371767556,59.011776135213,8.5756154578971,31.662470067942,"cyan",1
"688","Siaya","LR2018","maize","PK",4.75346248250783,0.819085205072182,0.67212349619977,NA,NA,NA,"cyan",1
"689","Siaya","LR2018","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"690","Siaya","LR2018","maize","PK",NA,NA,NA,NA,NA,NA,"cyan",1
"691","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"692","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"693","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"694","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"695","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"696","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"697","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"698","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"699","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"700","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"701","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"702","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"703","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"704","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"705","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"706","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"707","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"708","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"709","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"710","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"711","Siaya","LR2016","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"712","Siaya","LR2018","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"713","Siaya","LR2018","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"714","Siaya","LR2018","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"715","Siaya","LR2018","maize","NK",28.5195446635483,3.14627829181362,10.122863000332,28.5195446635483,3.12133191280494,12.5362215477178,"cyan",1
"716","Siaya","LR2018","maize","NK",30.7712779196453,2.39880963574168,16.6138909101557,30.7712779196453,3.21141761052487,14.4499259261369,"cyan",1
"717","Siaya","LR2018","maize","NK",84.0706355229061,9.50283267135403,46.8639786481564,84.07045818487,5.77095288223967,30.8265849748515,"cyan",1
"718","Siaya","LR2018","maize","NK",29.8119997943519,2.67412289114078,13.9328649676006,NA,NA,NA,"cyan",1
"719","Siaya","LR2018","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"720","Siaya","LR2018","maize","NK",NA,NA,NA,NA,NA,NA,"cyan",1
"721","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"722","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"723","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"724","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"725","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"726","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"727","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"728","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"729","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"730","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"731","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"732","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"733","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"734","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"735","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"736","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"737","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"738","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"739","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"740","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"741","Siaya","LR2016","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"742","Siaya","LR2018","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"743","Siaya","LR2018","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"744","Siaya","LR2018","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"745","Siaya","LR2018","maize","NP",NA,NA,NA,56.6334877356649,2.5284933061846,6.66774847847499,"cyan",1
"746","Siaya","LR2018","maize","NP",32.7420377583435,3.86001991472871,9.48898310790578,32.742204295755,3.47059296023932,8.73509820794921,"cyan",1
"747","Siaya","LR2018","maize","NP",86.0413953616044,10.9640429503411,39.7390708459065,86.0413953616045,8.1398983005427,26.011400370223,"cyan",1
"748","Siaya","LR2018","maize","NP",31.7827596330501,4.13533317012781,6.80795716535065,NA,NA,NA,"cyan",1
"749","Siaya","LR2018","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
"750","Siaya","LR2018","maize","NP",NA,NA,NA,NA,NA,NA,"cyan",1
