"","time","P_labile","P_stable","P_labile_placed","P_labile_FYM","K_labile","K_stable","K_labile_FYM","N_up","P_up","K_up","PIN","POUT","KIN","KOUT","P_up_labile","P_up_labile_placed","P_up_labile_FYM"
"1",1961,961.689418875045,4633.0609819084,0,109.60303181211,775.355618658208,9224.20869250976,199.072302843429,0,0,0,0,0,0,0,6.99768730463236,0,0.797521246680656
"2",1961,961.689418875045,4633.0609819084,0,109.60303181211,775.355618658208,9224.20869250976,199.072302843429,0,0,0,0,0,0,0,6.99768730463236,0,0.797521246680656
"3",1961,961.689418875045,4633.0609819084,0,109.60303181211,775.355618658208,9224.20869250976,199.072302843429,0,0,0,0,0,0,0,6.99768730463236,0,0.797521246680656
"4",1961.16438356164,961.89249057128,4632.50669248111,0,108.672999607271,772.962964740431,9219.7020917339,194.264910989374,5.37335064401929,1.28124993589026,11.7066465476946,0,1.28124993589026,0,11.7066465476946,7.00223076764023,0,0.791100282953501
"5",1961.16438356164,961.89249057128,4641.37709248111,0,173.722599607271,772.962964740431,9219.7020917339,343.664910989374,5.37335064401929,1.28124993589026,11.7066465476946,73.92,1.28124993589026,149.4,11.7066465476946,6.72694209492395,0,1.21491942144564
"6",1961.16438356164,961.89249057128,4641.37709248111,0,173.722599607271,772.962964740431,9219.7020917339,343.664910989374,5.37335064401929,1.28124993589026,11.7066465476946,73.92,1.28124993589026,149.4,11.7066465476946,6.72694209492395,0,1.21491942144564
"7",1961.16438356164,961.89249057128,4641.37709248111,0,173.722599607271,772.962964740431,9219.7020917339,343.664910989374,5.37335064401929,1.28124993589026,11.7066465476946,73.92,1.28124993589026,149.4,11.7066465476946,6.72694209492395,0,1.21491942144564
"8",1961.16438356164,961.89249057128,4641.37709248111,0,173.722599607271,772.962964740431,9219.7020917339,343.664910989374,5.37335064401929,1.28124993589026,11.7066465476946,73.92,1.28124993589026,149.4,11.7066465476946,6.72694209492395,0,1.21491942144564
"9",1961.16438356164,961.89249057128,4641.37709248111,0,173.722599607271,772.962964740431,9219.7020917339,343.664910989374,5.37335064401929,1.28124993589026,11.7066465476946,73.92,1.28124993589026,149.4,11.7066465476946,6.72694209492395,0,1.21491942144564
"10",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"11",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"12",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"13",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"14",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"15",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"16",1961.20273972603,961.960498822285,4641.34767269985,0,173.379402261293,772.70449205966,9219.0587806907,341.834979897039,6.62713246095411,1.58585881213145,14.4383613640052,73.92,1.58585881213145,149.4,14.4383613640052,6.72858621951052,0,1.21272989715332
"17",1962,963.265931853821,4640.69926757122,0,166.395618954853,767.252851894865,9203.95240142278,305.612427699814,32.6878807291583,7.91261421566021,71.2189329939405,73.92,7.91261421566021,149.4,71.2189329939405,7.06491498164267,0,1.22040120215966
"18",1962,963.265931853821,4640.69926757122,0,166.395618954853,767.252851894865,9203.95240142278,305.612427699814,0,0,0,73.92,7.91261421566021,149.4,71.2189329939405,7.06491498164267,0,1.22040120215966
"19",1962,963.265931853821,4640.69926757122,0,166.395618954853,767.252851894865,9203.95240142278,305.612427699814,0,0,0,73.92,7.91261421566021,149.4,71.2189329939405,7.06491498164267,0,1.22040120215966
"20",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"21",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"22",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"23",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"24",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"25",1962.16438356164,963.461276989977,4640.5555332572,0,164.982038349074,771.033498481162,9200.59056310539,300.544131111013,5.1426390048289,1.36196978364025,4.64948831989684,73.92,9.27458399930046,149.4,75.8684213138373,7.07397633731693,0,1.2113398464854
"26",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"27",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"28",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"29",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"30",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"31",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"32",1962.20273972603,963.505833088936,4640.52131868964,0,164.653903868164,771.879958540903,9199.82990874996,299.37344479872,6.34258810595647,1.67976273315653,5.73436892787352,73.92,9.59237694881674,149.4,76.953301921814,7.07608170241168,0,1.20923448139065
"33",1963,964.348080771773,4639.75063135183,0,157.976797735677,786.769815944697,9185.73909540329,276.024376257621,31.2842983824479,8.28530852061307,28.2843934118436,73.92,16.1979227362733,149.4,99.5033264057841,6.49866441868414,0,1.06459297725867
"34",1963,964.348080771773,4639.75063135183,0,157.976797735677,786.769815944697,9185.73909540329,276.024376257621,0,0,0,73.92,16.1979227362733,149.4,99.5033264057841,6.49866441868414,0,1.06459297725867
"35",1963,964.348080771773,4639.75063135183,0,157.976797735677,786.769815944697,9185.73909540329,276.024376257621,0,0,0,73.92,16.1979227362733,149.4,99.5033264057841,6.49866441868414,0,1.06459297725867
"36",1963.16438356164,964.603535031692,4639.57861206137,0,156.650087577842,789.206077820675,9183.17192128356,271.410814764147,3.76572221751192,1.24327518837455,4.7444737372265,73.92,17.4411979246478,149.4,104.247800143011,6.5065964322165,0,1.05666096372631
"37",1963.16438356164,964.603535031692,4639.57861206137,0,156.650087577842,789.206077820675,9183.17192128356,271.410814764147,3.76572221751192,1.24327518837455,4.7444737372265,73.92,17.4411979246478,149.4,104.247800143011,6.5065964322165,0,1.05666096372631
"38",1963.16438356164,964.603535031692,4639.57861206137,0,156.650087577842,789.206077820675,9183.17192128356,271.410814764147,3.76572221751192,1.24327518837455,4.7444737372265,73.92,17.4411979246478,149.4,104.247800143011,6.5065964322165,0,1.05666096372631
